DATE,YEAR,MONTH,LOP,TEUS,BOX,DPP,BCH,BSH,AVERAGE CD,TEUS 2023,BOX 2023,DPP 2023,BCH 2023,BSH 2023,AVERAGE CD 2023
2023-12-04 00:00:00,2023,12,CNC,25165.0,15802,29339513224,239.3,597.7,2.9,189468.0,118391.0,213417299280,31.0,81.0,2.9
2023-12-05 00:00:00,2023,12,COS,6858.0,4786,8255122070,150.05,386.9,4.5,144449.0,98732.0,164685891185,28.0,59.0,4.5
2023-12-06 00:00:00,2023,12,EMC,16068.0,10966,18150452316,78.39,164.52,2.7,117076.0,79999.0,136800092823,30.0,72.0,2.7
2023-12-07 00:00:00,2023,12,GSL,1295.0,932,1525806586,156.1,264.25,2.5,84920.0,55787.0,98994869388,25.0,50.0,2.5
2023-12-08 00:00:00,2023,12,KMT,2930.0,2012,3531033587,84.52,174.32,4.3,36198.0,24644.0,44716363315,24.0,36.0,4.3
2023-12-09 00:00:00,2023,12,LMA,649.0,447,668631830.5,39.48,49.72,2.1,31081.0,21616.0,37044950521,25.0,46.0,2.1
2023-12-10 00:00:00,2023,12,MSC,9334.0,6173,10787019934,26.67,52.93,1.7,22342.0,15702.0,25117355271,30.0,57.0,1.7
2023-12-11 00:00:00,2023,12,MSK,16088.0,10391,18713816623,30.67,88.49,2.6,21171.0,14473.0,23577786904,25.0,51.0,2.6
2023-12-12 00:00:00,2023,12,NSS,1256.0,785,1412069232,88.8,189.08,2.4,20679.0,14235.0,23240675256,26.0,57.0,2.4
2023-12-13 00:00:00,2023,12,ONE,2281.0,1493,2664028559,160.24,335.12,2.4,20474.0,13653.0,23860909677,30.0,57.0,2.4
2023-12-14 00:00:00,2023,12,OOL,1216.0,865,1434476027,115.45,266.75,0,12780.0,8939.0,14580944558,23.0,44.0,0.0
2023-12-15 00:00:00,2023,12,SIT,4507.0,3130,5485845343,110.6,202.65,0,8382.0,5847.0,9771781402,30.0,44.0,0.0
2023-12-16 00:00:00,2023,12,SSL,22956.0,15601,26591864972,182.58,470.88,2.3,7150.0,4494.0,8448157080,23.0,19.0,2.3
2023-12-17 00:00:00,2023,12,TSL,1381.0,919,1632200838,72.64,144.92,1.9,4053.0,2632.0,4813399358,25.0,48.0,1.9
2023-12-18 00:00:00,2023,12,WHL,7358.0,4752,8896510338,18.18,43.69,1.7,2774.0,1887.0,2549290336,26.0,31.0,1.7
2023-12-19 00:00:00,2023,12,YML,2428.0,1697,2819166857,101.3,250.05,3.5,2668.0,1918.0,2724409344,21.0,23.0,3.5
2024-01-01 00:00:00,2024,1,ANL,583.0,382,695219673.7,24.63,19.36,7.6,0.0,0.0,0,0.0,0.0,0.0
2024-01-02 00:00:00,2024,1,BEN,259.0,156,266919640.2,23.07,13.86,10.3,0.0,0.0,0,0.0,0.0,0.0
2024-01-03 00:00:00,2024,1,CMA,1028.0,706,1274719736,30.18,65.36,8.8,0.0,0.0,0,0.0,0.0,0.0
2024-01-04 00:00:00,2024,1,CNC,15899.0,10005,18658135659,26.47,60.9,2.7,0.0,0.0,0,0.0,0.0,0.0
2024-01-05 00:00:00,2024,1,COS,11680.0,7820,13945638752,25.44,69.19,5.4,0.0,0.0,0,0.0,0.0,0.0
2024-01-06 00:00:00,2024,1,EMC,16851.0,11351,19030489944,27.04,56.04,4.8,0.0,0.0,0,0.0,0.0,0.0
2024-01-07 00:00:00,2024,1,GSL,1266.0,914,1464017641,29.2,57.63,2.4,0.0,0.0,0,0.0,0.0,0.0
2024-01-08 00:00:00,2024,1,HPL,518.0,453,633194545.2,58.22,57.34,5.2,0.0,0.0,0,0.0,0.0,0.0
2024-01-09 00:00:00,2024,1,KMT,3266.0,2241,3772683821,23.08,42.11,4,0.0,0.0,0,0.0,0.0,0.0
2024-01-10 00:00:00,2024,1,LMA,181.0,110,186982322.3,21.14,14.88,4.4,0.0,0.0,0,0.0,0.0,0.0
2024-01-11 00:00:00,2024,1,MSC,11256.0,7437,12901730582,26.44,55.42,2.1,0.0,0.0,0,0.0,0.0,0.0
2024-01-12 00:00:00,2024,1,MSK,15264.0,9709,17765212354,30.03,83.51,3,0.0,0.0,0,0.0,0.0,0.0
2024-01-13 00:00:00,2024,1,NSS,1225.0,804,1438033096,19.42,41.04,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-01-14 00:00:00,2024,1,ONE,3528.0,2263,4142403288,21.58,47.79,2.1,0.0,0.0,0,0.0,0.0,0.0
2024-01-15 00:00:00,2024,1,OOL,3977.0,2755,4578242869,23.54,55.02,2.3,0.0,0.0,0,0.0,0.0,0.0
2024-01-16 00:00:00,2024,1,RCL,1626.0,1160,2170117558,26.78,40.64,2.7,0.0,0.0,0,0.0,0.0,0.0
2024-01-17 00:00:00,2024,1,SIT,3910.0,2675,4806424683,19.84,37.44,2.5,0.0,0.0,0,0.0,0.0,0.0
2024-01-18 00:00:00,2024,1,SSL,19520.0,13041,22588661545,31.3,71.13,1,0.0,0.0,0,0.0,0.0,0.0
2024-01-19 00:00:00,2024,1,TSL,1224.0,846,1388061065,17.6,36.75,0.9,0.0,0.0,0,0.0,0.0,0.0
2024-01-20 00:00:00,2024,1,WHL,5590.0,3638,6701249874,25.43,51.9,1.1,0.0,0.0,0,0.0,0.0,0.0
2024-01-21 00:00:00,2024,1,YML,1159.0,823,1335115412,18.86,47.99,0,0.0,0.0,0,0.0,0.0,0.0
2024-02-01 00:00:00,2024,2,ANL,472.0,272,523826412.4,26.62,21.31,7.3,0.0,0.0,0,0.0,0.0,0.0
2024-02-02 00:00:00,2024,2,BEN,94.0,52,97573335.48,18.55,7.05,9.9,0.0,0.0,0,0.0,0.0,0.0
2024-02-03 00:00:00,2024,2,CMA,1869.0,1276,2242797718,20.58,39.72,8.3,0.0,0.0,0,0.0,0.0,0.0
2024-02-04 00:00:00,2024,2,CNC,19991.0,12619,23451527049,30.07,69.33,2.6,0.0,0.0,0,0.0,0.0,0.0
2024-02-05 00:00:00,2024,2,COS,6712.0,4413,7763861822,24.57,71.48,5,0.0,0.0,0,0.0,0.0,0.0
2024-02-06 00:00:00,2024,2,EMC,16959.0,11515,19093485659,22.3,45.15,5.4,0.0,0.0,0,0.0,0.0,0.0
2024-02-07 00:00:00,2024,2,GSL,2770.0,2051,3320924445,25.24,45.38,2.4,0.0,0.0,0,0.0,0.0,0.0
2024-02-08 00:00:00,2024,2,KMT,3261.0,2241,4001052542,22.45,37.98,5.2,0.0,0.0,0,0.0,0.0,0.0
2024-02-09 00:00:00,2024,2,LMA,247.0,143,255171107.7,16.45,12.93,3.3,0.0,0.0,0,0.0,0.0,0.0
2024-02-10 00:00:00,2024,2,MSC,9845.0,6657,11822149669,22.41,49.47,1.9,0.0,0.0,0,0.0,0.0,0.0
2024-02-11 00:00:00,2024,2,MSK,15080.0,9293,17828639578,27.52,70.22,2,0.0,0.0,0,0.0,0.0,0.0
2024-02-12 00:00:00,2024,2,NSS,994.0,673,1224139797,16.91,36.75,1.9,0.0,0.0,0,0.0,0.0,0.0
2024-02-13 00:00:00,2024,2,ONE,2043.0,1351,2455527543,21.23,38.46,2,0.0,0.0,0,0.0,0.0,0.0
2024-02-14 00:00:00,2024,2,OOL,3364.0,2318,3943728050,30.71,74.94,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-02-15 00:00:00,2024,2,RCL,1345.0,1009,1743808137,17.17,26.18,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-02-16 00:00:00,2024,2,SIT,3419.0,2336,4460782970,22.66,33.63,2.4,0.0,0.0,0,0.0,0.0,0.0
2024-02-17 00:00:00,2024,2,SSL,20015.0,13515,23632615842,28.46,64.87,1.7,0.0,0.0,0,0.0,0.0,0.0
2024-02-18 00:00:00,2024,2,TSL,1034.0,710,1217233750,17.5,38.83,0,0.0,0.0,0,0.0,0.0,0.0
2024-02-19 00:00:00,2024,2,WHL,5532.0,3644,6576594733,21.46,50.13,1,0.0,0.0,0,0.0,0.0,0.0
2024-02-20 00:00:00,2024,2,YML,587.0,429,683846290.4,24.43,55.41,0.9,0.0,0.0,0,0.0,0.0,0.0
2024-02-21 00:00:00,2024,2,PIL,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,ANL,608.0,372,757807929.4,22.26,16.21,4.3,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,BEN,247.0,146,239545203.4,17.65,11.93,8.2,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,CMA,1061.0,702,1320094595,31.14,49.69,8.5,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,CNC,19851.0,12423,23120633569,30.87,68.25,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,COS,9619.0,6625,11437017129,35.55,79.86,4.2,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,EMC,17723.0,11561,19420042228,26.63,53.9,4.8,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,GSL,1227.0,894,1490371935,22.02,39.88,2.1,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,KMT,2291.0,1603,2812810916,27.16,37.3,4.5,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,LMA,134.0,73,138014187.3,26.46,16.93,3.2,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,MSC,14571.0,9816,17624459211,24.12,45.16,1.6,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,MSK,13872.0,8496,16214386789,27.81,59.12,2,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,NSS,1210.0,777,1419433882,22.9,44.24,1.9,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,ONE,3843.0,2582,4573745911,24.82,46.26,1,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,OOL,4281.0,3056,5116555093,24.1,54.69,2,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,RCL,1198.0,818,1463478128,21.53,30.88,2,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,SIT,3727.0,2471,4645249408,25.57,33.56,0,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,SSL,20490.0,13695,24145157348,32.4,73.6,1.8,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,TSL,1335.0,878,1567544143,19.07,38.8,0,0.0,0.0,0,0.0,0.0,0.0
2024-03-01 00:00:00,2024,3,WHL,8205.0,5248,9529785171,19.44,39.67,0.9,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,ANL,225.0,164,355904194.1,16.83,5.66,7,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,CMA,1367.0,946,1890733836,14.94,28.27,3.1,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,CNC,21259.0,13245,24885254849,26.35,64.36,3.4,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,COS,9228.0,6050,10800948958,28.46,80.44,2.6,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,EMC,11721.0,7902,13716442705,23.31,43.17,5.2,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,GSL,1034.0,761,1268331088,21.54,47.32,2.9,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,KMT,1992.0,1448,2527601857,24.11,42.77,2.6,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,LMA,345.0,207,380705529.1,17.9,15.34,5.2,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,MSC,4032.0,2754,4871552782,20.91,50.24,2.9,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,MSK,16631.0,10281,19830327302,29.53,80.39,2.6,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,NSS,775.0,516,913831384.2,24.59,51.38,0,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,ONE,1900.0,1400,2311794746,30.43,63.41,2,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,OOL,1889.0,1210,2167802578,26.01,59.25,2.6,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,RCL,2146.0,1467,2799830053,19.09,31.04,2.6,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,SIT,3197.0,2043,3969310722,17.52,29.64,2.6,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,SSL,18346.0,12444,22258828990,26.12,67.63,0,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,TSL,1530.0,995,1860732173,15.08,32.15,0,0.0,0.0,0,0.0,0.0,0.0
04/2024,2024,4,WHL,4331.0,2857,5331497040,21.64,48.86,2.6,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,ANL,445.0,281,574421900.1,19.93,8.86,1,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,CMA,1163.0,804,1575586975,17.14,40.78,8,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,CNC,24807.0,15631,29125886033,26.81,67.8,1,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,COS,10182.0,6586,11788976642,31.43,93.39,2,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,EMC,18527.0,12488,21300505112,25.01,49.97,5,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,GSL,2641.0,1843,3062752930,20.93,42.11,6,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,KMT,2934.0,2055,3714544990,21.05,34.49,2,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,LMA,98.0,58,102537145.1,24.48,14.2,2,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,MSC,17664.0,11931,21522149399,23.4,57.73,3,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,MSK,11035.0,6923,13315891938,29.68,78.6,5,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,NSS,1164.0,830,1441342599,17.52,33.59,1,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,ONE,7304.0,4671,8180121452,26.74,57.66,2,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,OOL,3577.0,2294,3958102769,24.1,64.81,2,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,RCL,1027.0,709,1329081750,22.38,49.27,2,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,SIT,3175.0,2134,4133137617,19.39,35.43,2,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,SSL,18985.0,12532,23079105867,23.56,63.76,0,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,TSL,1767.0,1160,2013005040,17.13,47.67,2,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,WHL,4466.0,2973,5730080224,19.28,39.33,1,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,YML,981.0,695,1212507551,18.04,39.22,1,0.0,0.0,0,0.0,0.0,0.0
2024-05-01 00:00:00,2024,5,BEN,319.0,248,374293916.2,19.06,18.65,0,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,ANL,325.0,236,437956775.4,23.47,16.53,1.9,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,CMA,1233.0,792,1480738040,27.46,60.85,2,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,CNC,19006.0,11791,22901583678,28.2,78.47,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,COS,9296.0,5920,11043073720,26.19,61.63,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,EMC,14594.0,9809,17182142532,28.02,55.58,2.4,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,GSL,1473.0,983,1747863094,26.13,59.14,1.7,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,KMT,3017.0,2060,4013336098,18.16,32.9,0,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,LMA,381.0,239,467234754.6,20.84,14.1,1,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,MSC,11716.0,7980,14169615406,28.7,58.58,0.9,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,MSK,15659.0,9797,18897424003,27.23,86.86,0,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,NSS,1388.0,942,1654330617,19.93,45.2,4.3,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,ONE,2345.0,1493,2789972647,26.45,54.73,8.2,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,OOL,4340.0,2950,5317579910,21.32,48.71,8.5,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,RCL,2596.0,1742,3227901756,21.51,37.33,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,SIT,4208.0,2843,5617006624,19.75,36.62,4.2,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,SSL,16571.0,10891,20067424904,26.44,67.74,8.5,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,TSL,1619.0,1092,2012710744,16.11,32.45,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,WHL,6371.0,4083,8024013168,18.35,40.69,4.2,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,YML,2453.0,1693,2923328625,18.8,42.36,0.666666666666671,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,BEN,109.0,92,141506354.3,23.67,22.43,1.5,0.0,0.0,0,0.0,0.0,0.0
2024-06-01 00:00:00,2024,6,MAA,1638.0,851,1657678972,20.98,39.1,0,0.0,0.0,0,0.0,0.0,0.0
2024-07-01 00:00:00,2024,7,ANL,367.0,284,504297859,20.23,10.9,0.9,0.0,0.0,0,0.0,0.0,0.0
2024-07-02 00:00:00,2024,7,BEN,357.0,212,398464005,16.27,17.1,1.5,0.0,0.0,0,0.0,0.0,0.0
2024-07-03 00:00:00,2024,7,CMA,1936.0,1192,2429320974,25.43,42.73,2.1,0.0,0.0,0,0.0,0.0,0.0
2024-07-04 00:00:00,2024,7,CNC,22120.0,13512,26014082132,26.91,70.29,2.7,0.0,0.0,0,0.0,0.0,0.0
2024-07-05 00:00:00,2024,7,COS,13705.0,8588,16417124288,28.04,71.43,2.8,0.0,0.0,0,0.0,0.0,0.0
2024-07-06 00:00:00,2024,7,EMC,14405.0,9143,16635058640,21.42,42.88,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-07-07 00:00:00,2024,7,GSL,2712.0,2011,3369054653,24.77,47.46,2.1,0.0,0.0,0,0.0,0.0,0.0
2024-07-08 00:00:00,2024,7,KMT,2343.0,1643,2995026903,17,34.02,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-07-09 00:00:00,2024,7,LMA,243.0,145,256269776,14.49,15.23,1.2,0.0,0.0,0,0.0,0.0,0.0
2024-07-10 00:00:00,2024,7,MSC,15614.0,10565,18852435321,23.29,52.83,2.4,0.0,0.0,0,0.0,0.0,0.0
2024-07-11 00:00:00,2024,7,MSK,20659.0,12746,24266673085,28.52,80.86,2.9,0.0,0.0,0,0.0,0.0,0.0
2024-07-12 00:00:00,2024,7,NSS,1695.0,1220,2083398676,26.7,54.61,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-07-13 00:00:00,2024,7,ONE,2463.0,1550,2996244853,18.12,35.08,2,0.0,0.0,0,0.0,0.0,0.0
2024-07-14 00:00:00,2024,7,OOL,3124.0,2023,3725697787,24.87,62.01,2.3,0.0,0.0,0,0.0,0.0,0.0
2024-07-15 00:00:00,2024,7,SIT,4018.0,2655,5163091785,23.49,43.16,1.8,0.0,0.0,0,0.0,0.0,0.0
2024-07-16 00:00:00,2024,7,SSL,19709.0,13237,21058925689,25.09,60.9,2.5,0.0,0.0,0,0.0,0.0,0.0
2024-07-17 00:00:00,2024,7,TSL,1976.0,1319,2326672803,20.65,52.19,2.6,0.0,0.0,0,0.0,0.0,0.0
2024-07-18 00:00:00,2024,7,WHL,4578.0,2953,5758162409,20.78,49.48,2.5,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,ANL,259.0,191,336643614,20.16,9.22,0.8,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,BEN,208.0,124,214103594,24.95,20.22,1.2,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,CMA,912.0,612,1114611547,23.18,33.25,2.5,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,CNC,30992.0,18234,34465747933,27.2,65.33,0,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,COS,8427.0,5638,10054017681,28.05,73.92,3,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,EMC,15490.0,10069,18180654126,23.4,46.45,2,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,GSL,1180.0,881,1458243558,21.2,39.1,2.1,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,KMT,2342.0,1668,2903418544,23.12,39.45,1.9,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,LMA,481.0,334,510601671,22.83,23.28,1.1,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,MSC,11596.0,7898,13419394404,24.18,50.11,2.4,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,MSK,19134.0,12575,22341035403,31.09,78.42,2.7,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,NSS,1265.0,842,1456374640,21.78,42.72,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,ONE,4974.0,3069,5855193756,20.95,48.93,2.3,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,OOL,3888.0,2500,4543708805,25.57,73.44,2.3,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,RCL,894.0,646,1072188885,19.32,39.68,2,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,SIT,5452.0,3592,6667188437,17,34.68,1.7,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,SSL,19973.0,13389,24009868330,23.62,58.06,2.6,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,TSL,1426.0,924,1589458012,17.77,42.91,2.3,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,WHL,6173.0,4193,7755517774,21.56,43.18,2.3,0.0,0.0,0,0.0,0.0,0.0
2024-08-01 00:00:00,2024,8,YML,958.0,658,1140330892,19.26,40.87,2.4,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,ANL,625.0,462,665972828,20.54,12.59,0.8,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,CMA,2403.0,1519,2861638942,20.67,36.97,2.6,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,CNC,18852.0,11411,21162513321,28.47,73.53,0,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,EMC,16474.0,10280,18561466186,24.69,49.03,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,GSL,1368.0,994,1609744224,23.37,52.9,2.4,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,KMT,2657.0,1797,3283409699,21.74,37.45,1.9,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,NSS,1372.0,867,1544877019,22.05,54.57,2.6,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,ONE,3026.0,1908,3508579410,24.02,45.76,0.9,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,RCL,1042.0,697,1300284275,20.06,30.19,2,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,SIT,4125.0,2668,4995180741,17.8,32.53,1.9,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,TSL,1129.0,723,1300211113,18.29,40.89,2.4,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,YML,2335.0,1603,2739440619,20.76,45.22,2.4,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,MSK,25379.0,16005,29588269731,28.05,67.53,2.4,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,MSC,10519.0,6767,12123887311,22.32,46.97,2.5,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,SSL,19886.0,13083,23388138753,22.62,56.96,2.6,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,WHL,4438.0,2826,5446516003,19.98,38.83,2.1,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,COS,9895.0,6315,11184733110,30.25,82.11,2.6,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,OOL,4736.0,3042,5321159656,26.14,74.46,3.2,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,LMA,349.0,237,344521585,30.61,33.29,1.4,0.0,0.0,0,0.0,0.0,0.0
2024-09-01 00:00:00,2024,9,BEN,170.0,115,564073228,22.22,20.39,1.4,0.0,0.0,0,0.0,0.0,0.0
2024-10-01 00:00:00,2024,10,ANL,437.0,301,164702920,23.5,14.9,1,0.0,0.0,0,0.0,0.0,0.0
2024-10-01 00:00:00,2024,10,BEN,152.0,94,1109740832,27.89,19,1,0.0,0.0,0,0.0,0.0,0.0
2024-10-01 00:00:00,2024,10,CMA,876.0,589,36141749926,17.16,31.89,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-10-01 00:00:00,2024,10,CNC,30486.0,18868,11479067304,29.19,64.22,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-10-01 00:00:00,2024,10,COS,9734.0,6343,18890495468,27.37,69.36,2.6,0.0,0.0,0,0.0,0.0,0.0
2024-10-01 00:00:00,2024,10,EMC,15908.0,10080,3551179084,25.09,47.73,2,0.0,0.0,0,0.0,0.0,0.0
2024-10-01 00:00:00,2024,10,GSL,2990.0,2100,48093290,26.79,54.54,2.2,0.0,0.0,0,0.0,0.0,0.0
2024-10-01 00:00:00,2024,10,KMT,2152.0,1593,839640380,19.42,33.7,2024-09-01 00:00:00,0.0,0.0,0,0.0,0.0,0.0
2024-10-01 00:00:00,2024,10,LMA,729.0,537,259250047,20.25,18.35,2024-03-01 00:00:00,0.0,0.0,0,0.0,0.0,0.0
2024-10-01 00:00:00,2024,10,MSC,13196.0,8453,22468618258,25.38,55.57,2.6,0.0,0.0,0,0.0,0.0,0.0
2024-10-01 00:00:00,2024,10,MSK,19171.0,11801,1681258088,24.89,71.47,2.9,0.0,0.0,0,0.0,0.0,0.0
