TANGGAL,YEAR,MONTH,LOP,TEUS,%
2023-07-10 00:00:00,2023,7,HAPAG,21320,
2023-07-11 00:00:00,2023,7,SITC,22115,
2023-07-12 00:00:00,2023,7,KMTC,16816,
2023-07-13 00:00:00,2023,7,YML,17602,
2023-07-14 00:00:00,2023,7,GSL,12074,
2023-07-15 00:00:00,2023,7,OTHERS,13722,
2023-07-16 00:00:00,2023,7,SSL,8665,
2023-07-17 00:00:00,2023,7,PIL,7810,
2023-07-18 00:00:00,2023,7,ANL,5338,
2023-07-19 00:00:00,2023,7,HMM,4044,
2023-07-20 00:00:00,2023,7,XCL,1948,
2023-07-21 00:00:00,2023,7,MELL,1376,
2023-07-22 00:00:00,2023,7,BEN,0,
2023-07-23 00:00:00,2023,7,KRL,70,
2023-07-24 00:00:00,2023,7,KSL,0,
2023-08-01 00:00:00,2023,8,CMA,135299,
2023-08-02 00:00:00,2023,8,EMC,125026,
2023-08-03 00:00:00,2023,8,MSK,115492,
2023-08-04 00:00:00,2023,8,MSC,93182,
2023-08-05 00:00:00,2023,8,ONE,86796,
2023-08-06 00:00:00,2023,8,WHL,59294,
2023-08-07 00:00:00,2023,8,COSCO,54764,
2023-08-08 00:00:00,2023,8,OOCL,42734,
2023-08-09 00:00:00,2023,8,RCL,27313,
2023-08-10 00:00:00,2023,8,HAPAG,24353,
2023-08-11 00:00:00,2023,8,SITC,25039,
2023-08-12 00:00:00,2023,8,KMTC,19923,
2023-08-13 00:00:00,2023,8,YML,20242,
2023-08-14 00:00:00,2023,8,GSL,14132,
2023-08-15 00:00:00,2023,8,OTHERS,14603,
2023-08-16 00:00:00,2023,8,SSL,10268,
2023-08-17 00:00:00,2023,8,PIL,8975,
2023-08-18 00:00:00,2023,8,ANL,6269,
2023-08-19 00:00:00,2023,8,HMM,4773,
2023-08-20 00:00:00,2023,8,XCL,2519,
2023-08-21 00:00:00,2023,8,MELL,1686,
2023-08-22 00:00:00,2023,8,BEN,587,
2023-08-23 00:00:00,2023,8,KRL,70,
2023-08-24 00:00:00,2023,8,KSL,0,
2023-09-01 00:00:00,2023,9,CMA,151946,
2023-09-02 00:00:00,2023,9,EMC,141048,
2023-09-03 00:00:00,2023,9,MSK,133112,
2023-09-04 00:00:00,2023,9,MSC,110632,
2023-09-05 00:00:00,2023,9,ONE,99061,
2023-09-06 00:00:00,2023,9,WHL,66534,
2023-09-07 00:00:00,2023,9,COSCO,60587,
2023-09-08 00:00:00,2023,9,OOCL,47156,
2023-09-09 00:00:00,2023,9,RCL,30613,
2023-09-10 00:00:00,2023,9,HAPAG,28043,
2023-09-11 00:00:00,2023,9,SITC,28768,
2023-09-12 00:00:00,2023,9,KMTC,22568,
2023-09-13 00:00:00,2023,9,YML,22025,
2023-09-14 00:00:00,2023,9,GSL,15929,
2023-09-15 00:00:00,2023,9,OTHERS,15191,
2023-09-16 00:00:00,2023,9,SSL,11618,
2023-09-17 00:00:00,2023,9,PIL,10574,
2023-09-18 00:00:00,2023,9,ANL,7176,
2023-09-19 00:00:00,2023,9,HMM,5402,
2023-09-20 00:00:00,2023,9,XCL,3080,
2023-09-21 00:00:00,2023,9,MELL,1920,
2023-09-22 00:00:00,2023,9,BEN,922,
2023-09-23 00:00:00,2023,9,KRL,70,
2023-09-24 00:00:00,2023,9,KSL,0,
2023-10-01 00:00:00,2023,10,CMA,168734,
2023-10-02 00:00:00,2023,10,EMC,158085,
2023-10-03 00:00:00,2023,10,MSK,154233,
2023-10-04 00:00:00,2023,10,MSC,123829,
2023-10-05 00:00:00,2023,10,ONE,112029,
2023-10-06 00:00:00,2023,10,WHL,74147,
2023-10-07 00:00:00,2023,10,COSCO,68653,
2023-10-08 00:00:00,2023,10,OOCL,52376,
2023-10-09 00:00:00,2023,10,RCL,34079,
2023-10-10 00:00:00,2023,10,HAPAG,32204,
2023-10-11 00:00:00,2023,10,SITC,32110,
2023-10-12 00:00:00,2023,10,KMTC,25357,
2023-10-13 00:00:00,2023,10,YML,24184,
2023-10-14 00:00:00,2023,10,GSL,18036,
2023-10-15 00:00:00,2023,10,OTHERS,16093,
2023-10-16 00:00:00,2023,10,SSL,13299,
2023-10-17 00:00:00,2023,10,PIL,11771,
2023-10-18 00:00:00,2023,10,ANL,7910,
2023-10-19 00:00:00,2023,10,HMM,6106,
2023-10-20 00:00:00,2023,10,XCL,3809,
2023-10-21 00:00:00,2023,10,MELL,2140,
2023-10-22 00:00:00,2023,10,BEN,1000,
2023-10-23 00:00:00,2023,10,KRL,70,
2023-10-24 00:00:00,2023,10,KSL,0,
2023-11-01 00:00:00,2023,11,CMA,183733,
2023-11-02 00:00:00,2023,11,EMC,177284,
2023-11-03 00:00:00,2023,11,MSK,168501,
2023-11-04 00:00:00,2023,11,MSC,134860,
2023-11-05 00:00:00,2023,11,ONE,125194,
2023-11-06 00:00:00,2023,11,WHL,81153,
2023-11-07 00:00:00,2023,11,COSCO,75692,
2023-11-08 00:00:00,2023,11,OOCL,57142,
2023-11-09 00:00:00,2023,11,RCL,37527,
2023-11-10 00:00:00,2023,11,HAPAG,35425,
2023-11-11 00:00:00,2023,11,SITC,35309,
2023-11-12 00:00:00,2023,11,KMTC,27811,
2023-11-13 00:00:00,2023,11,YML,25824,
2023-11-14 00:00:00,2023,11,GSL,19666,
2023-11-15 00:00:00,2023,11,OTHERS,17292,
2023-11-16 00:00:00,2023,11,SSL,14768,
2023-11-17 00:00:00,2023,11,PIL,13011,
2023-11-18 00:00:00,2023,11,ANL,8864,
2023-11-19 00:00:00,2023,11,HMM,6486,
2023-11-20 00:00:00,2023,11,XCL,4473,
2023-11-21 00:00:00,2023,11,MELL,2613,
2023-11-22 00:00:00,2023,11,BEN,1170,
2023-11-23 00:00:00,2023,11,KRL,70,
2023-11-24 00:00:00,2023,11,KSL,0,
2023-12-01 00:00:00,2023,12,CMA,203531,
2023-12-02 00:00:00,2023,12,EMC,194199,
2023-12-03 00:00:00,2023,12,MSK,185345,
2023-12-04 00:00:00,2023,12,MSC,145261,
2023-12-05 00:00:00,2023,12,ONE,139618,
2023-12-06 00:00:00,2023,12,WHL,88636,
2023-12-07 00:00:00,2023,12,COSCO,83169,
2023-12-08 00:00:00,2023,12,OOCL,62388,
2023-12-09 00:00:00,2023,12,RCL,41171,
2023-12-10 00:00:00,2023,12,HAPAG,40025,
2023-12-11 00:00:00,2023,12,SITC,39231,
2023-12-12 00:00:00,2023,12,KMTC,30915,
2023-12-13 00:00:00,2023,12,YML,27597,
2023-12-14 00:00:00,2023,12,GSL,21513,
2023-12-15 00:00:00,2023,12,OTHERS,19376,
2023-12-16 00:00:00,2023,12,SSL,16580,
2023-12-17 00:00:00,2023,12,PIL,14364,
2023-12-18 00:00:00,2023,12,ANL,9856,
2023-12-19 00:00:00,2023,12,HMM,7126,
2023-12-20 00:00:00,2023,12,XCL,4999,
2023-12-21 00:00:00,2023,12,MELL,3100,
2023-12-22 00:00:00,2023,12,BEN,1476,
2023-12-23 00:00:00,2023,12,KRL,70,
2023-12-24 00:00:00,2023,12,KSL,0,
2024-01-01 00:00:00,2024,1,CMA,19042,
2024-01-02 00:00:00,2024,1,EMC,16605,
2024-01-03 00:00:00,2024,1,MSK,14166,
2024-01-04 00:00:00,2024,1,MSC,10412,
2024-01-05 00:00:00,2024,1,ONE,12560,
2024-01-06 00:00:00,2024,1,WHL,6119,
2024-01-07 00:00:00,2024,1,COSCO,8281,
2024-01-08 00:00:00,2024,1,OOCL,5378,
2024-01-09 00:00:00,2024,1,RCL,3875,
2024-01-10 00:00:00,2024,1,HAPAG,3293,
2024-01-11 00:00:00,2024,1,SITC,4316,
2024-01-12 00:00:00,2024,1,KMTC,3186,
2024-01-13 00:00:00,2024,1,YML,2133,
2024-01-14 00:00:00,2024,1,GSL,1461,
2024-01-15 00:00:00,2024,1,OTHERS,2058,
2024-01-16 00:00:00,2024,1,SSL,1709,
2024-01-17 00:00:00,2024,1,PIL,1306,
2024-01-18 00:00:00,2024,1,ANL,825,
2024-01-19 00:00:00,2024,1,HMM,658,
2024-01-20 00:00:00,2024,1,XCL,631,
2024-01-21 00:00:00,2024,1,MELL,299,
2024-01-22 00:00:00,2024,1,BEN,168,
2024-01-23 00:00:00,2024,1,KRL,0,
2024-01-24 00:00:00,2024,1,KSL,0,
2024-02-01 00:00:00,2024,2,CMA,35367,
2024-02-02 00:00:00,2024,2,EMC,34271,
2024-02-03 00:00:00,2024,2,MSK,28978,
2024-02-04 00:00:00,2024,2,MSC,19977,
2024-02-05 00:00:00,2024,2,ONE,23802,
2024-02-06 00:00:00,2024,2,WHL,12245,
2024-02-07 00:00:00,2024,2,COSCO,17958,
2024-02-08 00:00:00,2024,2,OOCL,11831,
2024-02-09 00:00:00,2024,2,RCL,7652,
2024-02-10 00:00:00,2024,2,HAPAG,6028,
2024-02-11 00:00:00,2024,2,SITC,7432,
2024-02-12 00:00:00,2024,2,KMTC,6354,
2024-02-13 00:00:00,2024,2,YML,3668,
2024-02-14 00:00:00,2024,2,GSL,3322,
2024-02-15 00:00:00,2024,2,OTHERS,4073,
2024-02-16 00:00:00,2024,2,SSL,2990,
2024-02-17 00:00:00,2024,2,PIL,2316,
2024-02-18 00:00:00,2024,2,ANL,0,
2024-02-19 00:00:00,2024,2,HMM,1290,
2024-02-20 00:00:00,2024,2,XCL,1139,
2024-02-21 00:00:00,2024,2,MELL,493,
2024-02-22 00:00:00,2024,2,BEN,0,
2024-02-23 00:00:00,2024,2,KRL,0,
2024-02-24 00:00:00,2024,2,KSL,0,
03/2024,2024,3,CMA,52580,
03/2024,2024,3,EMC,51015,
03/2024,2024,3,MSK,43286,
03/2024,2024,3,ONE,36279,
03/2024,2024,3,MSC,33391,
03/2024,2024,3,COSCO,28693,
03/2024,2024,3,WHL,20469,
03/2024,2024,3,OOCL,18239,
03/2024,2024,3,RCL,11747,
03/2024,2024,3,SITC,10665,
03/2024,2024,3,HAPAG,9566,
03/2024,2024,3,KMTC,8914,
03/2024,2024,3,OTHERS,5587,
03/2024,2024,3,TSL,5260,
03/2024,2024,3,YML,4642,
03/2024,2024,3,GSL,4602,
03/2024,2024,3,SSL,4391,
03/2024,2024,3,PIL,3514,
03/2024,2024,3,XCL,1907,
03/2024,2024,3,HMM,1875,
03/2024,2024,3,MELL,713000,
03/2024,2024,3,SWI,414000,
03/2024,2024,3,KSL,0,
03/2024,2024,3,KRL,0,
