DATE,YEAR,MONTH,LOP,TEUS ,BOX,DPP,BCH,BSH
2024-07-11 00:00:00,2024,7,MSK,20659,12746,24266673085.0,28.52,80.86
2024-07-12 00:00:00,2024,7,NSS,1695,1220,2083398676.0,26.7,54.61
2024-07-13 00:00:00,2024,7,ONE,2463,1550,2996244853.0,18.12,35.08
2024-07-14 00:00:00,2024,7,OOL,3124,2023,3725697787.0,24.87,62.01
2024-07-15 00:00:00,2024,7,SIT,4018,2655,5163091785.0,23.49,43.16
2024-07-16 00:00:00,2024,7,SSL,19709,13237,21058925689.0,25.09,60.9
2024-07-17 00:00:00,2024,7,TSL,1976,1319,2326672803.0,20.65,52.19
2024-07-18 00:00:00,2024,7,WHL,4578,2953,5758162409.0,20.78,49.48
2024-08-01 00:00:00,2024,8,ANL,259,191,336643614.0,20.16,9.22
2024-08-01 00:00:00,2024,8,BEN,208,124,214103594.0,24.95,20.22
2024-08-01 00:00:00,2024,8,CMA,912,612,1114611547.0,23.18,33.25
2024-08-01 00:00:00,2024,8,CNC,30992,18234,34465747933.0,27.2,65.33
2024-08-01 00:00:00,2024,8,COS,8427,5638,10054017681.0,28.05,73.92
2024-08-01 00:00:00,2024,8,EMC,15490,10069,18180654126.0,23.4,46.45
2024-08-01 00:00:00,2024,8,GSL,1180,881,1458243558.0,21.2,39.1
2024-08-01 00:00:00,2024,8,KMT,2342,1668,2903418544.0,23.12,39.45
2024-08-01 00:00:00,2024,8,LMA,481,334,510601671.0,22.83,23.28
2024-08-01 00:00:00,2024,8,MSC,11596,7898,13419394404.0,24.18,50.11
2024-08-01 00:00:00,2024,8,MSK,19134,12575,22341035403.0,31.09,78.42
2024-08-01 00:00:00,2024,8,NSS,1265,842,1456374640.0,21.78,42.72
2024-08-01 00:00:00,2024,8,ONE,4974,3069,5855193756.0,20.95,48.93
2024-08-01 00:00:00,2024,8,OOL,3888,2500,4543708805.0,25.57,73.44
2024-08-01 00:00:00,2024,8,RCL,894,646,1072188885.0,19.32,39.68
2024-08-01 00:00:00,2024,8,SIT,5452,3592,6667188437.0,17,34.68
2024-08-01 00:00:00,2024,8,SSL,19973,13389,24009868330.0,23.62,58.06
2024-08-01 00:00:00,2024,8,TSL,1426,924,1589458012.0,17.77,42.91
2024-08-01 00:00:00,2024,8,WHL,6173,4193,7755517774.0,21.56,43.18
2024-08-01 00:00:00,2024,8,YML,958,658,1140330892.0,19.26,40.87
2024-09-01 00:00:00,2024,9,ANL,625,462,665972828.0,20.54,12.59
2024-09-01 00:00:00,2024,9,CMA,2403,1519,2861638942.0,20.67,36.97
2024-09-01 00:00:00,2024,9,CNC,18852,11411,21162513321.0,28.47,73.53
2024-09-01 00:00:00,2024,9,EMC,16474,10280,18561466186.0,24.69,49.03
2024-09-01 00:00:00,2024,9,GSL,1368,994,1609744224.0,23.37,52.9
2024-09-01 00:00:00,2024,9,KMT,2657,1797,3283409699.0,21.74,37.45
2024-09-01 00:00:00,2024,9,NSS,1372,867,1544877019.0,22.05,54.57
2024-09-01 00:00:00,2024,9,ONE,3026,1908,3508579410.0,24.02,45.76
2024-09-01 00:00:00,2024,9,RCL,1042,697,1300284275.0,20.06,30.19
2024-09-01 00:00:00,2024,9,SIT,4125,2668,4995180741.0,17.8,32.53
2024-09-01 00:00:00,2024,9,TSL,1129,723,1300211113.0,18.29,40.89
2024-09-01 00:00:00,2024,9,YML,2335,1603,2739440619.0,20.76,45.22
2024-09-01 00:00:00,2024,9,MSK,25379,16005,29588269731.0,28.05,67.53
2024-09-01 00:00:00,2024,9,MSC,10519,6767,12123887311.0,22.32,46.97
2024-09-01 00:00:00,2024,9,SSL,19886,13083,23388138753.0,22.62,56.96
2024-09-01 00:00:00,2024,9,WHL,4438,2826,5446516003.0,19.98,38.83
2024-09-01 00:00:00,2024,9,COS,9895,6315,11184733110.0,30.25,82.11
2024-09-01 00:00:00,2024,9,OOL,4736,3042,5321159656.0,26.14,74.46
2024-09-01 00:00:00,2024,9,LMA,349,237,344521585.0,30.61,33.29
2024-09-01 00:00:00,2024,9,BEN,170,115,564073228.0,22.22,20.39
2024-10-01 00:00:00,2024,10,ANL,437,301,164702920.0,23.5,14.9
2024-10-01 00:00:00,2024,10,BEN,152,94,1109740832.0,27.89,19
2024-10-01 00:00:00,2024,10,CMA,876,589,36141749926.0,17.16,31.89
2024-10-01 00:00:00,2024,10,CNC,30486,18868,11479067304.0,29.19,64.22
2024-10-01 00:00:00,2024,10,COS,9734,6343,18890495468.0,27.37,69.36
2024-10-01 00:00:00,2024,10,EMC,15908,10080,3551179084.0,25.09,47.73
2024-10-01 00:00:00,2024,10,GSL,2990,2100,48093290.0,26.79,54.54
2024-10-01 00:00:00,2024,10,KMT,2152,1593,839640380.0,19.42,33.7
2024-10-01 00:00:00,2024,10,LMA,729,537,259250047.0,20.25,18.35
2024-10-01 00:00:00,2024,10,MSC,13196,8453,22468618258.0,25.38,55.57
2024-10-01 00:00:00,2024,10,MSK,19171,11801,1681258088.0,24.89,71.47
2024-10-01 00:00:00,2024,10,NSS,1414,904,3459577686.0,19.93,48.81
2024-10-01 00:00:00,2024,10,ONE,2874,1914,3855313141.0,25.83,58.81
2024-10-01 00:00:00,2024,10,OOL,3333,2128,1863253436.0,23.22,68.31
2024-10-01 00:00:00,2024,10,RCL,1431,1070,5313282029.0,29.6,62.26
2024-10-01 00:00:00,2024,10,SIT,4175,2831,385967359.0,19.65,35.01
2024-10-01 00:00:00,2024,10,SSL,20069,13504,1979038105.0,27.42,68.9
2024-10-01 00:00:00,2024,10,TSL,1153,753,5702927283.0,21.17,32.13
2024-10-01 00:00:00,2024,10,WHL,4462,3049,3168196385.0,20.76,42.44
2024-10-01 00:00:00,2024,10,YML,2604,1776,177822692.0,23.42,49.34
2024-11-01 00:00:00,2024,11,CMA,2272,1453,2867784671.0,192.16,414.4
2024-11-01 00:00:00,2024,11,SSL,22678,15554,28212388884.0,169.56,406.2
2024-11-01 00:00:00,2024,11,MSK,16834,10410,20548404401.0,58.76,151
2024-11-01 00:00:00,2024,11,EMC,15547,9655,18697785354.0,204.4,395.28
2024-11-01 00:00:00,2024,11,MSC,9743,6757,12270592696.0,23.66,52.76
2024-11-01 00:00:00,2024,11,COS,7473,5092,9312075735.0,163.05,414.15
2024-11-01 00:00:00,2024,11,WHL,5009,3205,6374740548.0,18.74,39
2024-11-01 00:00:00,2024,11,SIT,2477,1544,3319791463.0,50.66,79.52
2024-11-01 00:00:00,2024,11,OOL,4280,2824,5197148108.0,258.8,552.6
2024-11-01 00:00:00,2024,11,ONE,2365,1558,2935521307.0,216.9,378.36
2024-11-01 00:00:00,2024,11,KMT,3374,2344,4264093474.0,87.96,173.52
2024-11-01 00:00:00,2024,11,GSL,1366,989,1719845407.0,169,306.05
2024-11-01 00:00:00,2024,11,TSL,1273,847,1653928245.0,172.41,338.24
2024-11-01 00:00:00,2024,11,RCL,2936,1913,3651793925.0,213.44,451.2
2024-11-01 00:00:00,2024,11,NSS,1102,759,1421078123.0,132.93,277.55
2024-11-01 00:00:00,2024,11,YML,1325,928,1633039806.0,113.25,247
2024-11-01 00:00:00,2024,11,ANL,652,437,836807024.0,50.66,44.76
2024-11-01 00:00:00,2024,11,LMA,118,85,147652930.0,57.58,44.7
2024-11-01 00:00:00,2024,11,BEN,231,155,268927283.0,47.8,24.26
2024-12-01 00:00:00,2024,12,CMA,288469,178531,340040467321.0,25,55
2024-12-02 00:00:00,2024,12,SSL,240569,161359,287071450311.0,27,64
2024-12-03 00:00:00,2024,12,MSK,211877,132139,251546902253.0,28,72
2024-12-04 00:00:00,2024,12,EMC,190024,123568,220053018582.0,25,49
2024-12-05 00:00:00,2024,12,MSC,140638,93949,168986165233.0,24,52
2024-12-06 00:00:00,2024,12,COS,117799,76829,139626259541.0,28,72
2024-12-07 00:00:00,2024,12,WHL,64063,41766,79314424243.0,21,44
2024-12-08 00:00:00,2024,12,SIT,48443,32005,61491938158.0,21,37
2024-12-09 00:00:00,2024,12,OOL,43840,29111,51541590944.0,25,60
2024-12-10 00:00:00,2024,12,ONE,38906,25158,46017255364.0,25,50
2024-12-11 00:00:00,2024,12,KMT,31720,22179,39877022798.0,22,39
2024-12-12 00:00:00,2024,12,GSL,22138,15955,26827636295.0,24,48
2024-12-13 00:00:00,2024,12,TSL,16809,11103,20014969926.0,19,39
2024-12-14 00:00:00,2024,12,RCL,17499,11975,22187043129.0,23,41
2024-12-15 00:00:00,2024,12,NSS,15106,10109,18115498981.0,21,43
2024-12-16 00:00:00,2024,12,YML,13515,9387,16234276521.0,20,45
2024-12-17 00:00:00,2024,12,ANL,5762,3857,7222094624.0,23,17
2024-12-18 00:00:00,2024,12,LMA,3868,2619,4288025039.0,23,21
2024-12-19 00:00:00,2024,12,BEN,2319,1547,2573938641.0,22,18
2024-12-20 00:00:00,2024,12,HPL,518,453,633194545.0,58,57
2024-12-21 00:00:00,2024,12,PIL,0,0,0.0,0,0
2024-12-22 00:00:00,2024,12,KAL,0,0,0.0,0,0
2024-12-23 00:00:00,2024,12,XCL,0,0,0.0,0,0
2024-12-24 00:00:00,2024,12,KSL,0,0,0.0,0,0
2024-12-25 00:00:00,2024,12,ACL,0,0,0.0,0,0
2024-12-26 00:00:00,2024,12,ESL,0,0,0.0,0,0
2025-01-01 00:00:00,2025,1,ACL,0,0,0.0,0,0
2025-01-02 00:00:00,2025,1,ANL,437,293,610600926.0,24,10
2025-01-03 00:00:00,2025,1,BEN,87,83,112103061.0,27,15
2025-01-04 00:00:00,2025,1,CMA,24830,14836,30489971505.0,24,49
2025-01-05 00:00:00,2025,1,COS,13059,8181,16224612528.0,26,67
2025-01-06 00:00:00,2025,1,EMC,14121,8984,17909297274.0,23,38
2025-01-07 00:00:00,2025,1,ESL,0,0,0.0,0,0
2025-01-08 00:00:00,2025,1,GSL,1146,795,1448309400.0,34,66
2025-01-09 00:00:00,2025,1,HPL,0,0,0.0,0,0
2025-01-10 00:00:00,2025,1,KAL,0,0,0.0,0,0
2025-01-11 00:00:00,2025,1,KMT,2672,1752,3475561893.0,19,32
2025-01-12 00:00:00,2025,1,KSL,0,0,0.0,0,0
2025-01-13 00:00:00,2025,1,LMA,285,244,345970913.0,17,18
2025-01-14 00:00:00,2025,1,MSC,7862,4942,9886120752.0,24,47
2025-01-15 00:00:00,2025,1,MSK,13403,8199,16872604065.0,25,68
2025-01-16 00:00:00,2025,1,NSS,1237,793,1516139195.0,25,58
2025-01-17 00:00:00,2025,1,ONE,2198,1399,2785069457.0,22,39
2025-01-18 00:00:00,2025,1,OOL,2710,1708,3456437276.0,18,55
2025-01-19 00:00:00,2025,1,PIL,0,0,0.0,0,0
2025-01-20 00:00:00,2025,1,RCL,1257,740,1597745063.0,14,26
2025-01-21 00:00:00,2025,1,SIT,3938,2549,5144377744.0,28,38
2025-01-22 00:00:00,2025,1,SSL,16612,11112,21124299391.0,29,63
2025-01-23 00:00:00,2025,1,TSL,889,566,1111047323.0,21,31
2025-01-24 00:00:00,2025,1,WHL,6100,3858,8109484957.0,22,34
2025-01-25 00:00:00,2025,1,XCL,0,0,0.0,0,0
2025-01-26 00:00:00,2025,1,YML,2189,1553,2787132458.0,20,41
2025-02-26 00:00:00,2025,2,SSL,46959,31185,59095243626.0,28,63
2025-02-26 00:00:00,2025,2,CMA,43125,25889,53254815984.0,23,49
2025-02-26 00:00:00,2025,2,MSK,28755,17969,36378375301.0,26,68
2025-02-26 00:00:00,2025,2,EMC,27834,17521,35223920014.0,25,38
2025-02-26 00:00:00,2025,2,COS,22448,14118,27971876784.0,27,67
2025-02-26 00:00:00,2025,2,MSC,18609,11839,23130752665.0,24,47
2025-02-26 00:00:00,2025,2,WHL,9396,5970,12430742267.0,21,34
2025-02-26 00:00:00,2025,2,SIT,7272,4670,9479673348.0,24,38
2025-02-26 00:00:00,2025,2,OOL,7122,4553,8946605307.0,23,55
2025-02-26 00:00:00,2025,2,KMT,4436,3100,5908800641.0,22,32
2025-02-26 00:00:00,2025,2,ONE,3915,2531,5013177572.0,21,39
2025-02-26 00:00:00,2025,2,YML,3411,2418,4340978276.0,20,41
2025-02-26 00:00:00,2025,2,NSS,2761,1823,3505496314.0,22,58
2025-02-26 00:00:00,2025,2,GSL,2572,1841,3354326661.0,28,66
2025-02-26 00:00:00,2025,2,ANL,1610,1069,2218344984.0,24,10
2025-02-26 00:00:00,2025,2,RCL,1257,740,1597745063.0,14,26
2025-02-26 00:00:00,2025,2,TSL,889,566,1111047323.0,21,31
2025-02-26 00:00:00,2025,2,LMA,428,354,532167764.0,21,18
2025-02-26 00:00:00,2025,2,BEN,393,339,532246811.0,24,15
2025-02-27 00:00:00,2025,2,HPL,0,0,0.0,0,0
2025-02-28 00:00:00,2025,2,PIL,0,0,0.0,0,0
2025-02-28 00:00:00,2025,2,KAL,0,0,0.0,0,0
2025-02-28 00:00:00,2025,2,XCL,0,0,0.0,0,0
2025-02-28 00:00:00,2025,2,KSL,0,0,0.0,0,0
2025-02-28 00:00:00,2025,2,ACL,0,0,0.0,0,0
2025-02-28 00:00:00,2025,2,ESL,0,0,0.0,0,0
2025-03-26 00:00:00,2025,3,CMA,65.124,39.398,81900467113.0,23,47
2025-03-26 00:00:00,2025,3,SSL,63.449,42.224,79920236351.0,28,61
2025-03-26 00:00:00,2025,3,MSK,49.466,31.458,63630382416.0,26,60
2025-03-26 00:00:00,2025,3,EMC,42.968,26.943,54567768181.0,24,38
2025-03-26 00:00:00,2025,3,MSC,34.247,21.975,42206962776.0,25,49
2025-03-26 00:00:00,2025,3,COS,31.81,20.06,39761914513.0,28,65
2025-03-26 00:00:00,2025,3,WHL,16.331,10.411,21602281953.0,20,37
2025-03-26 00:00:00,2025,3,SIT,11.673,7.48,15415423484.0,23,36
2025-03-26 00:00:00,2025,3,OOL,10.374,6.644,13069908833.0,24,52
2025-03-26 00:00:00,2025,3,KMT,6.622,4.657,8903759822.0,21,31
2025-03-26 00:00:00,2025,3,ONE,6.113,3.951,7861193828.0,19,37
2025-03-26 00:00:00,2025,3,YML,5.665,4.051,7270711901.0,19,39
2025-03-26 00:00:00,2025,3,GSL,5.485,3.919,7188216936.0,26,58
2025-03-26 00:00:00,2025,3,NSS,4.304,2.791,5512560054.0,20,49
2025-03-26 00:00:00,2025,3,ANL,2.527,1.599,3329226095.0,23,12
2025-03-26 00:00:00,2025,3,TSL,2.448,1.582,3144592746.0,20,32
2025-03-26 00:00:00,2025,3,RCL,2.067,1.252,2659311287.0,20,29
2025-03-26 00:00:00,2025,3,LMA,923,714,1179149348.0,20,17
2025-03-26 00:00:00,2025,3,BEN,496,420,657189237.0,24,15
2025-03-26 00:00:00,2025,3,HPL,-,-,0.0,-,-
2025-03-26 00:00:00,2025,3,PIL,-,-,0.0,-,-
2025-03-26 00:00:00,2025,3,KAL,-,-,0.0,-,-
2025-03-26 00:00:00,2025,3,XCL,-,-,0.0,-,-
2025-03-26 00:00:00,2025,3,KSL,-,-,0.0,-,-
2025-03-26 00:00:00,2025,3,ACL,-,-,0.0,-,-
2025-03-26 00:00:00,2025,3,ESL,-,-,0.0,-,-
