tanggal,year,month,lop,teus,persentase,sumber_sheet
2023-04-08 00:00:00,2023,4,OOCL,21904,0.0,SL INT
2023-04-09 00:00:00,2023,4,RCL,12640,0.0,SL INT
2023-04-10 00:00:00,2023,4,HAPAG,12055,0.0,SL INT
2023-04-11 00:00:00,2023,4,SITC,12092,0.0,SL INT
2023-04-12 00:00:00,2023,4,KMTC,7580,0.0,SL INT
2023-04-13 00:00:00,2023,4,YML,9967,0.0,SL INT
2023-04-14 00:00:00,2023,4,GSL,6927,0.0,SL INT
2023-04-15 00:00:00,2023,4,OTHERS,16840,0.0,SL INT
2023-04-16 00:00:00,2023,4,SSL,4068,0.0,SL INT
2023-04-17 00:00:00,2023,4,PIL,4715,0.0,SL INT
2023-04-18 00:00:00,2023,4,ANL,2575,0.0,SL INT
2023-04-19 00:00:00,2023,4,HMM,1808,0.0,SL INT
2023-04-20 00:00:00,2023,4,XCL,984,0.0,SL INT
2023-04-21 00:00:00,2023,4,MELL,350,0.0,SL INT
2023-04-22 00:00:00,2023,4,BEN,0,0.0,SL INT
2023-04-23 00:00:00,2023,4,KRL,70,0.0,SL INT
2023-04-24 00:00:00,2023,4,KSL,0,0.0,SL INT
2023-05-01 00:00:00,2023,5,CMA,79121,0.0,SL INT
2023-05-02 00:00:00,2023,5,EMC,73273,0.0,SL INT
2023-05-03 00:00:00,2023,5,MSK,66092,0.0,SL INT
2023-05-04 00:00:00,2023,5,MSC,54629,0.0,SL INT
2023-05-05 00:00:00,2023,5,ONE,52782,0.0,SL INT
2023-05-06 00:00:00,2023,5,WHL,38554,0.0,SL INT
2023-05-07 00:00:00,2023,5,COSCO,35686,0.0,SL INT
2023-05-08 00:00:00,2023,5,OOCL,27520,0.0,SL INT
2023-05-09 00:00:00,2023,5,RCL,16339,0.0,SL INT
2023-05-10 00:00:00,2023,5,HAPAG,15118,0.0,SL INT
2023-05-11 00:00:00,2023,5,SITC,15345,0.0,SL INT
2023-05-12 00:00:00,2023,5,KMTC,10260,0.0,SL INT
2023-05-13 00:00:00,2023,5,YML,12554,0.0,SL INT
2023-05-14 00:00:00,2023,5,GSL,9063,0.0,SL INT
2023-05-15 00:00:00,2023,5,OTHERS,10174,0.0,SL INT
2023-05-16 00:00:00,2023,5,SSL,5436,0.0,SL INT
2023-05-17 00:00:00,2023,5,PIL,5563,0.0,SL INT
2023-05-18 00:00:00,2023,5,ANL,3595,0.0,SL INT
2023-05-19 00:00:00,2023,5,HMM,2389,0.0,SL INT
2023-05-20 00:00:00,2023,5,XCL,1310,0.0,SL INT
2023-05-21 00:00:00,2023,5,MELL,393,0.0,SL INT
2023-05-22 00:00:00,2023,5,BEN,0,0.0,SL INT
2023-05-23 00:00:00,2023,5,KRL,70,0.0,SL INT
2023-05-24 00:00:00,2023,5,KSL,0,0.0,SL INT
2023-06-01 00:00:00,2023,6,CMA,94585,0.0,SL INT
2023-06-02 00:00:00,2023,6,EMC,89331,0.0,SL INT
2023-06-03 00:00:00,2023,6,MSK,84576,0.0,SL INT
2023-06-04 00:00:00,2023,6,MSC,65804,0.0,SL INT
2023-06-05 00:00:00,2023,6,ONE,64399,0.0,SL INT
2023-06-06 00:00:00,2023,6,WHL,44025,0.0,SL INT
2023-06-07 00:00:00,2023,6,COSCO,43095,0.0,SL INT
2023-06-08 00:00:00,2023,6,OOCL,32490,0.0,SL INT
2023-06-09 00:00:00,2023,6,RCL,19837,0.0,SL INT
2023-06-10 00:00:00,2023,6,HAPAG,18156,0.0,SL INT
2023-06-11 00:00:00,2023,6,SITC,18526,0.0,SL INT
2023-06-12 00:00:00,2023,6,KMTC,13495,0.0,SL INT
2023-06-13 00:00:00,2023,6,YML,15486,0.0,SL INT
2023-06-14 00:00:00,2023,6,GSL,10731,0.0,SL INT
2023-06-15 00:00:00,2023,6,OTHERS,12264,0.0,SL INT
2023-06-16 00:00:00,2023,6,SSL,7055,0.0,SL INT
2023-06-17 00:00:00,2023,6,PIL,6559,0.0,SL INT
2023-06-18 00:00:00,2023,6,ANL,4212,0.0,SL INT
2023-06-19 00:00:00,2023,6,HMM,3030,0.0,SL INT
2023-06-20 00:00:00,2023,6,XCL,1514,0.0,SL INT
2023-06-21 00:00:00,2023,6,MELL,739,0.0,SL INT
2023-06-22 00:00:00,2023,6,BEN,0,0.0,SL INT
2023-06-23 00:00:00,2023,6,KRL,70,0.0,SL INT
2023-06-24 00:00:00,2023,6,KSL,0,0.0,SL INT
2023-07-01 00:00:00,2023,7,CMA,117058,0.0,SL INT
2023-07-02 00:00:00,2023,7,EMC,107156,0.0,SL INT
2023-07-03 00:00:00,2023,7,MSK,101090,0.0,SL INT
2023-07-04 00:00:00,2023,7,MSC,78507,0.0,SL INT
2023-07-05 00:00:00,2023,7,ONE,75628,0.0,SL INT
2023-07-06 00:00:00,2023,7,WHL,51850,0.0,SL INT
2023-07-07 00:00:00,2023,7,COSCO,49641,0.0,SL INT
2023-07-08 00:00:00,2023,7,OOCL,37389,0.0,SL INT
2023-07-09 00:00:00,2023,7,RCL,24196,0.0,SL INT
2023-07-10 00:00:00,2023,7,HAPAG,21320,0.0,SL INT
2023-07-11 00:00:00,2023,7,SITC,22115,0.0,SL INT
2023-07-12 00:00:00,2023,7,KMTC,16816,0.0,SL INT
2023-07-13 00:00:00,2023,7,YML,17602,0.0,SL INT
2023-07-14 00:00:00,2023,7,GSL,12074,0.0,SL INT
2023-07-15 00:00:00,2023,7,OTHERS,13722,0.0,SL INT
2023-07-16 00:00:00,2023,7,SSL,8665,0.0,SL INT
2023-07-17 00:00:00,2023,7,PIL,7810,0.0,SL INT
2023-07-18 00:00:00,2023,7,ANL,5338,0.0,SL INT
2023-07-19 00:00:00,2023,7,HMM,4044,0.0,SL INT
2023-07-20 00:00:00,2023,7,XCL,1948,0.0,SL INT
2023-07-21 00:00:00,2023,7,MELL,1376,0.0,SL INT
2023-07-22 00:00:00,2023,7,BEN,0,0.0,SL INT
2023-07-23 00:00:00,2023,7,KRL,70,0.0,SL INT
2023-07-24 00:00:00,2023,7,KSL,0,0.0,SL INT
2023-08-01 00:00:00,2023,8,CMA,135299,0.0,SL INT
2023-08-02 00:00:00,2023,8,EMC,125026,0.0,SL INT
2023-08-03 00:00:00,2023,8,MSK,115492,0.0,SL INT
2023-08-04 00:00:00,2023,8,MSC,93182,0.0,SL INT
2023-08-05 00:00:00,2023,8,ONE,86796,0.0,SL INT
2023-08-06 00:00:00,2023,8,WHL,59294,0.0,SL INT
2023-08-07 00:00:00,2023,8,COSCO,54764,0.0,SL INT
2023-08-08 00:00:00,2023,8,OOCL,42734,0.0,SL INT
2023-08-09 00:00:00,2023,8,RCL,27313,0.0,SL INT
2023-08-10 00:00:00,2023,8,HAPAG,24353,0.0,SL INT
2023-08-11 00:00:00,2023,8,SITC,25039,0.0,SL INT
2023-08-12 00:00:00,2023,8,KMTC,19923,0.0,SL INT
2023-08-13 00:00:00,2023,8,YML,20242,0.0,SL INT
2023-08-14 00:00:00,2023,8,GSL,14132,0.0,SL INT
2023-08-15 00:00:00,2023,8,OTHERS,14603,0.0,SL INT
2023-08-16 00:00:00,2023,8,SSL,10268,0.0,SL INT
2023-08-17 00:00:00,2023,8,PIL,8975,0.0,SL INT
2023-08-18 00:00:00,2023,8,ANL,6269,0.0,SL INT
2023-08-19 00:00:00,2023,8,HMM,4773,0.0,SL INT
2023-08-20 00:00:00,2023,8,XCL,2519,0.0,SL INT
2023-08-21 00:00:00,2023,8,MELL,1686,0.0,SL INT
2023-08-22 00:00:00,2023,8,BEN,587,0.0,SL INT
2023-08-23 00:00:00,2023,8,KRL,70,0.0,SL INT
2023-08-24 00:00:00,2023,8,KSL,0,0.0,SL INT
2023-09-01 00:00:00,2023,9,CMA,151946,0.0,SL INT
2023-09-02 00:00:00,2023,9,EMC,141048,0.0,SL INT
2023-09-03 00:00:00,2023,9,MSK,133112,0.0,SL INT
2023-09-04 00:00:00,2023,9,MSC,110632,0.0,SL INT
2023-09-05 00:00:00,2023,9,ONE,99061,0.0,SL INT
2023-09-06 00:00:00,2023,9,WHL,66534,0.0,SL INT
2023-09-07 00:00:00,2023,9,COSCO,60587,0.0,SL INT
2023-09-08 00:00:00,2023,9,OOCL,47156,0.0,SL INT
2023-09-09 00:00:00,2023,9,RCL,30613,0.0,SL INT
2023-09-10 00:00:00,2023,9,HAPAG,28043,0.0,SL INT
2023-09-11 00:00:00,2023,9,SITC,28768,0.0,SL INT
2023-09-12 00:00:00,2023,9,KMTC,22568,0.0,SL INT
2023-09-13 00:00:00,2023,9,YML,22025,0.0,SL INT
2023-09-14 00:00:00,2023,9,GSL,15929,0.0,SL INT
2023-09-15 00:00:00,2023,9,OTHERS,15191,0.0,SL INT
2023-09-16 00:00:00,2023,9,SSL,11618,0.0,SL INT
2023-09-17 00:00:00,2023,9,PIL,10574,0.0,SL INT
2023-09-18 00:00:00,2023,9,ANL,7176,0.0,SL INT
2023-09-19 00:00:00,2023,9,HMM,5402,0.0,SL INT
2023-09-20 00:00:00,2023,9,XCL,3080,0.0,SL INT
2023-09-21 00:00:00,2023,9,MELL,1920,0.0,SL INT
2023-09-22 00:00:00,2023,9,BEN,922,0.0,SL INT
2023-09-23 00:00:00,2023,9,KRL,70,0.0,SL INT
2023-09-24 00:00:00,2023,9,KSL,0,0.0,SL INT
2023-10-01 00:00:00,2023,10,CMA,168734,0.0,SL INT
2023-10-02 00:00:00,2023,10,EMC,158085,0.0,SL INT
2023-10-03 00:00:00,2023,10,MSK,154233,0.0,SL INT
2023-10-04 00:00:00,2023,10,MSC,123829,0.0,SL INT
2023-10-05 00:00:00,2023,10,ONE,112029,0.0,SL INT
2023-10-06 00:00:00,2023,10,WHL,74147,0.0,SL INT
2023-10-07 00:00:00,2023,10,COSCO,68653,0.0,SL INT
2023-10-08 00:00:00,2023,10,OOCL,52376,0.0,SL INT
2023-10-09 00:00:00,2023,10,RCL,34079,0.0,SL INT
2023-10-10 00:00:00,2023,10,HAPAG,32204,0.0,SL INT
2023-10-11 00:00:00,2023,10,SITC,32110,0.0,SL INT
2023-10-12 00:00:00,2023,10,KMTC,25357,0.0,SL INT
2023-10-13 00:00:00,2023,10,YML,24184,0.0,SL INT
2023-10-14 00:00:00,2023,10,GSL,18036,0.0,SL INT
2023-10-15 00:00:00,2023,10,OTHERS,16093,0.0,SL INT
2023-10-16 00:00:00,2023,10,SSL,13299,0.0,SL INT
2023-10-17 00:00:00,2023,10,PIL,11771,0.0,SL INT
2023-10-18 00:00:00,2023,10,ANL,7910,0.0,SL INT
2023-10-19 00:00:00,2023,10,HMM,6106,0.0,SL INT
2023-10-20 00:00:00,2023,10,XCL,3809,0.0,SL INT
2023-10-21 00:00:00,2023,10,MELL,2140,0.0,SL INT
2023-10-22 00:00:00,2023,10,BEN,1000,0.0,SL INT
2023-10-23 00:00:00,2023,10,KRL,70,0.0,SL INT
2023-10-24 00:00:00,2023,10,KSL,0,0.0,SL INT
2023-11-01 00:00:00,2023,11,CMA,183733,0.0,SL INT
2023-11-02 00:00:00,2023,11,EMC,177284,0.0,SL INT
2023-11-03 00:00:00,2023,11,MSK,168501,0.0,SL INT
2023-11-04 00:00:00,2023,11,MSC,134860,0.0,SL INT
2023-11-05 00:00:00,2023,11,ONE,125194,0.0,SL INT
2023-11-06 00:00:00,2023,11,WHL,81153,0.0,SL INT
2023-11-07 00:00:00,2023,11,COSCO,75692,0.0,SL INT
2023-11-08 00:00:00,2023,11,OOCL,57142,0.0,SL INT
2023-11-09 00:00:00,2023,11,RCL,37527,0.0,SL INT
2023-11-10 00:00:00,2023,11,HAPAG,35425,0.0,SL INT
2023-11-11 00:00:00,2023,11,SITC,35309,0.0,SL INT
2023-11-12 00:00:00,2023,11,KMTC,27811,0.0,SL INT
2023-11-13 00:00:00,2023,11,YML,25824,0.0,SL INT
2023-11-14 00:00:00,2023,11,GSL,19666,0.0,SL INT
2023-11-15 00:00:00,2023,11,OTHERS,17292,0.0,SL INT
2023-11-16 00:00:00,2023,11,SSL,14768,0.0,SL INT
2023-11-17 00:00:00,2023,11,PIL,13011,0.0,SL INT
2023-11-18 00:00:00,2023,11,ANL,8864,0.0,SL INT
2023-11-19 00:00:00,2023,11,HMM,6486,0.0,SL INT
2023-11-20 00:00:00,2023,11,XCL,4473,0.0,SL INT
2023-11-21 00:00:00,2023,11,MELL,2613,0.0,SL INT
2023-11-22 00:00:00,2023,11,BEN,1170,0.0,SL INT
2023-11-23 00:00:00,2023,11,KRL,70,0.0,SL INT
2023-11-24 00:00:00,2023,11,KSL,0,0.0,SL INT
2023-12-01 00:00:00,2023,12,CMA,203531,0.0,SL INT
2023-12-02 00:00:00,2023,12,EMC,194199,0.0,SL INT
2023-12-03 00:00:00,2023,12,MSK,185345,0.0,SL INT
2023-12-04 00:00:00,2023,12,MSC,145261,0.0,SL INT
2023-12-05 00:00:00,2023,12,ONE,139618,0.0,SL INT
2023-12-06 00:00:00,2023,12,WHL,88636,0.0,SL INT
2023-12-07 00:00:00,2023,12,COSCO,83169,0.0,SL INT
2023-12-08 00:00:00,2023,12,OOCL,62388,0.0,SL INT
2023-12-09 00:00:00,2023,12,RCL,41171,0.0,SL INT
2023-12-10 00:00:00,2023,12,HAPAG,40025,0.0,SL INT
2023-12-11 00:00:00,2023,12,SITC,39231,0.0,SL INT
2023-12-12 00:00:00,2023,12,KMTC,30915,0.0,SL INT
2023-12-13 00:00:00,2023,12,YML,27597,0.0,SL INT
2023-12-14 00:00:00,2023,12,GSL,21513,0.0,SL INT
2023-12-15 00:00:00,2023,12,OTHERS,19376,0.0,SL INT
2023-12-16 00:00:00,2023,12,SSL,16580,0.0,SL INT
2023-12-17 00:00:00,2023,12,PIL,14364,0.0,SL INT
2023-12-18 00:00:00,2023,12,ANL,9856,0.0,SL INT
2023-12-19 00:00:00,2023,12,HMM,7126,0.0,SL INT
2023-12-20 00:00:00,2023,12,XCL,4999,0.0,SL INT
2023-12-21 00:00:00,2023,12,MELL,3100,0.0,SL INT
2023-12-22 00:00:00,2023,12,BEN,1476,0.0,SL INT
2023-12-23 00:00:00,2023,12,KRL,70,0.0,SL INT
2023-12-24 00:00:00,2023,12,KSL,0,0.0,SL INT
2024-01-01 00:00:00,2024,1,CMA,19042,0.0,SL INT
2024-01-02 00:00:00,2024,1,EMC,16605,0.0,SL INT
2024-01-03 00:00:00,2024,1,MSK,14166,0.0,SL INT
2024-01-04 00:00:00,2024,1,MSC,10412,0.0,SL INT
2024-01-05 00:00:00,2024,1,ONE,12560,0.0,SL INT
2024-01-06 00:00:00,2024,1,WHL,6119,0.0,SL INT
2024-01-07 00:00:00,2024,1,COSCO,8281,0.0,SL INT
2024-01-08 00:00:00,2024,1,OOCL,5378,0.0,SL INT
2024-01-09 00:00:00,2024,1,RCL,3875,0.0,SL INT
2024-01-10 00:00:00,2024,1,HAPAG,3293,0.0,SL INT
2024-01-11 00:00:00,2024,1,SITC,4316,0.0,SL INT
2024-01-12 00:00:00,2024,1,KMTC,3186,0.0,SL INT
2024-01-13 00:00:00,2024,1,YML,2133,0.0,SL INT
2024-01-14 00:00:00,2024,1,GSL,1461,0.0,SL INT
2024-01-15 00:00:00,2024,1,OTHERS,2058,0.0,SL INT
2024-01-16 00:00:00,2024,1,SSL,1709,0.0,SL INT
2024-01-17 00:00:00,2024,1,PIL,1306,0.0,SL INT
2024-01-18 00:00:00,2024,1,ANL,825,0.0,SL INT
2024-01-19 00:00:00,2024,1,HMM,658,0.0,SL INT
2024-01-20 00:00:00,2024,1,XCL,631,0.0,SL INT
2024-01-21 00:00:00,2024,1,MELL,299,0.0,SL INT
2024-01-22 00:00:00,2024,1,BEN,168,0.0,SL INT
2024-01-23 00:00:00,2024,1,KRL,0,0.0,SL INT
2024-01-24 00:00:00,2024,1,KSL,0,0.0,SL INT
2024-02-01 00:00:00,2024,2,CMA,35367,0.0,SL INT
2024-02-02 00:00:00,2024,2,EMC,34271,0.0,SL INT
2024-02-03 00:00:00,2024,2,MSK,28978,0.0,SL INT
2024-02-04 00:00:00,2024,2,MSC,19977,0.0,SL INT
2024-02-05 00:00:00,2024,2,ONE,23802,0.0,SL INT
2024-02-06 00:00:00,2024,2,WHL,12245,0.0,SL INT
2024-02-07 00:00:00,2024,2,COSCO,17958,0.0,SL INT
2024-02-08 00:00:00,2024,2,OOCL,11831,0.0,SL INT
2024-02-09 00:00:00,2024,2,RCL,7652,0.0,SL INT
2024-02-10 00:00:00,2024,2,HAPAG,6028,0.0,SL INT
2024-02-11 00:00:00,2024,2,SITC,7432,0.0,SL INT
2024-02-12 00:00:00,2024,2,KMTC,6354,0.0,SL INT
2024-02-13 00:00:00,2024,2,YML,3668,0.0,SL INT
2024-02-14 00:00:00,2024,2,GSL,3322,0.0,SL INT
2024-02-15 00:00:00,2024,2,OTHERS,4073,0.0,SL INT
2024-02-16 00:00:00,2024,2,SSL,2990,0.0,SL INT
2024-02-17 00:00:00,2024,2,PIL,2316,0.0,SL INT
2024-02-18 00:00:00,2024,2,ANL,0,0.0,SL INT
2024-02-19 00:00:00,2024,2,HMM,1290,0.0,SL INT
2024-02-20 00:00:00,2024,2,XCL,1139,0.0,SL INT
2024-02-21 00:00:00,2024,2,MELL,493,0.0,SL INT
2024-02-22 00:00:00,2024,2,BEN,0,0.0,SL INT
2024-02-23 00:00:00,2024,2,KRL,0,0.0,SL INT
2024-02-24 00:00:00,2024,2,KSL,0,0.0,SL INT
03/2024,2024,3,CMA,52580,0.0,SL INT
03/2024,2024,3,EMC,51015,0.0,SL INT
03/2024,2024,3,MSK,43286,0.0,SL INT
03/2024,2024,3,ONE,36279,0.0,SL INT
03/2024,2024,3,MSC,33391,0.0,SL INT
03/2024,2024,3,COSCO,28693,0.0,SL INT
03/2024,2024,3,WHL,20469,0.0,SL INT
03/2024,2024,3,OOCL,18239,0.0,SL INT
03/2024,2024,3,RCL,11747,0.0,SL INT
03/2024,2024,3,SITC,10665,0.0,SL INT
03/2024,2024,3,HAPAG,9566,0.0,SL INT
03/2024,2024,3,KMTC,8914,0.0,SL INT
03/2024,2024,3,OTHERS,5587,0.0,SL INT
03/2024,2024,3,TSL,5260,0.0,SL INT
03/2024,2024,3,YML,4642,0.0,SL INT
03/2024,2024,3,GSL,4602,0.0,SL INT
03/2024,2024,3,SSL,4391,0.0,SL INT
03/2024,2024,3,PIL,3514,0.0,SL INT
03/2024,2024,3,XCL,1907,0.0,SL INT
03/2024,2024,3,HMM,1875,0.0,SL INT
03/2024,2024,3,MELL,713000,0.0,SL INT
03/2024,2024,3,SWI,414000,0.0,SL INT
03/2024,2024,3,KSL,0,0.0,SL INT
03/2024,2024,3,KRL,0,0.0,SL INT
