date,year,month_code,month,lop,teus,boxes,bch,bsh,kategori_layanan
2024-08-01,2024,8,August,CNC,30992.0,30992.0,27.2,65.33,INTERNATIONAL
2024-08-01,2024,8,August,COS,8427.0,8427.0,28.05,73.92,INTERNATIONAL
2024-08-01,2024,8,August,EMC,15490.0,15490.0,23.4,46.45,INTERNATIONAL
2024-08-01,2024,8,August,GSL,1180.0,1180.0,21.2,39.1,INTERNATIONAL
2024-08-01,2024,8,August,KMT,2342.0,2342.0,23.12,39.45,INTERNATIONAL
2024-08-01,2024,8,August,LMA,481.0,481.0,22.83,23.28,INTERNATIONAL
2024-08-01,2024,8,August,MSC,11596.0,11596.0,24.18,50.11,INTERNATIONAL
2024-08-01,2024,8,August,MSK,19134.0,19134.0,31.09,78.42,INTERNATIONAL
2024-08-01,2024,8,August,NSS,1265.0,1265.0,21.78,42.72,INTERNATIONAL
2024-08-01,2024,8,August,ONE,4974.0,4974.0,20.95,48.93,INTERNATIONAL
2024-08-01,2024,8,August,OOL,3888.0,3888.0,25.57,73.44,INTERNATIONAL
2024-08-01,2024,8,August,RCL,894.0,894.0,19.32,39.68,INTERNATIONAL
2024-08-01,2024,8,August,SIT,5452.0,5452.0,17.0,34.68,INTERNATIONAL
2024-08-01,2024,8,August,SSL,19973.0,19973.0,23.62,58.06,INTERNATIONAL
2024-08-01,2024,8,August,TSL,1426.0,1426.0,17.77,42.91,INTERNATIONAL
2024-08-01,2024,8,August,WHL,6173.0,6173.0,21.56,43.18,INTERNATIONAL
2024-08-01,2024,8,August,YML,958.0,958.0,19.26,40.87,INTERNATIONAL
2024-09-01,2024,9,September,ANL,625.0,625.0,20.54,12.59,INTERNATIONAL
2024-09-01,2024,9,September,CMA,2403.0,2403.0,20.67,36.97,INTERNATIONAL
2024-09-01,2024,9,September,CNC,18852.0,18852.0,28.47,73.53,INTERNATIONAL
2024-09-01,2024,9,September,EMC,16474.0,16474.0,24.69,49.03,INTERNATIONAL
2024-09-01,2024,9,September,GSL,1368.0,1368.0,23.37,52.9,INTERNATIONAL
2024-09-01,2024,9,September,KMT,2657.0,2657.0,21.74,37.45,INTERNATIONAL
2024-09-01,2024,9,September,NSS,1372.0,1372.0,22.05,54.57,INTERNATIONAL
2024-09-01,2024,9,September,ONE,3026.0,3026.0,24.02,45.76,INTERNATIONAL
2024-09-01,2024,9,September,RCL,1042.0,1042.0,20.06,30.19,INTERNATIONAL
2024-09-01,2024,9,September,SIT,4125.0,4125.0,17.8,32.53,INTERNATIONAL
2024-09-01,2024,9,September,TSL,1129.0,1129.0,18.29,40.89,INTERNATIONAL
2024-09-01,2024,9,September,YML,2335.0,2335.0,20.76,45.22,INTERNATIONAL
2024-09-01,2024,9,September,MSK,25379.0,25379.0,28.05,67.53,INTERNATIONAL
2024-09-01,2024,9,September,MSC,10519.0,10519.0,22.32,46.97,INTERNATIONAL
2024-09-01,2024,9,September,SSL,19886.0,19886.0,22.62,56.96,INTERNATIONAL
2024-09-01,2024,9,September,WHL,4438.0,4438.0,19.98,38.83,INTERNATIONAL
2024-09-01,2024,9,September,COS,9895.0,9895.0,30.25,82.11,INTERNATIONAL
2024-09-01,2024,9,September,OOL,4736.0,4736.0,26.14,74.46,INTERNATIONAL
2024-09-01,2024,9,September,LMA,349.0,349.0,30.61,33.29,INTERNATIONAL
2024-09-01,2024,9,September,BEN,170.0,170.0,22.22,20.39,INTERNATIONAL
2024-10-01,2024,10,October,ANL,437.0,437.0,23.5,14.9,INTERNATIONAL
2024-10-01,2024,10,October,BEN,152.0,152.0,27.89,19.0,INTERNATIONAL
2024-10-01,2024,10,October,CMA,876.0,876.0,17.16,31.89,INTERNATIONAL
2024-10-01,2024,10,October,CNC,30486.0,30486.0,29.19,64.22,INTERNATIONAL
2024-10-01,2024,10,October,COS,9734.0,9734.0,27.37,69.36,INTERNATIONAL
2024-10-01,2024,10,October,EMC,15908.0,15908.0,25.09,47.73,INTERNATIONAL
2024-10-01,2024,10,October,GSL,2990.0,2990.0,26.79,54.54,INTERNATIONAL
2024-10-01,2024,10,October,KMT,2152.0,2152.0,19.42,33.7,INTERNATIONAL
2024-10-01,2024,10,October,LMA,729.0,729.0,20.25,18.35,INTERNATIONAL
2024-10-01,2024,10,October,MSC,13196.0,13196.0,25.38,55.57,INTERNATIONAL
2024-10-01,2024,10,October,MSK,19171.0,19171.0,24.89,71.47,INTERNATIONAL
2024-10-01,2024,10,October,NSS,1414.0,1414.0,19.93,48.81,INTERNATIONAL
2024-10-01,2024,10,October,ONE,2874.0,2874.0,25.83,58.81,INTERNATIONAL
2024-10-01,2024,10,October,OOL,3333.0,3333.0,23.22,68.31,INTERNATIONAL
2024-10-01,2024,10,October,RCL,1431.0,1431.0,29.6,62.26,INTERNATIONAL
2024-10-01,2024,10,October,SIT,4175.0,4175.0,19.65,35.01,INTERNATIONAL
2024-10-01,2024,10,October,SSL,20069.0,20069.0,27.42,68.9,INTERNATIONAL
2024-10-01,2024,10,October,TSL,1153.0,1153.0,21.17,32.13,INTERNATIONAL
2024-10-01,2024,10,October,WHL,4462.0,4462.0,20.76,42.44,INTERNATIONAL
2024-10-01,2024,10,October,YML,2604.0,2604.0,23.42,49.34,INTERNATIONAL
2024-11-01,2024,11,November,CMA,2272.0,2272.0,192.16,414.4,INTERNATIONAL
2024-11-01,2024,11,November,SSL,22678.0,22678.0,169.56,406.2,INTERNATIONAL
2024-11-01,2024,11,November,MSK,16834.0,16834.0,58.76,151.0,INTERNATIONAL
2024-11-01,2024,11,November,EMC,15547.0,15547.0,204.4,395.28,INTERNATIONAL
2024-11-01,2024,11,November,MSC,9743.0,9743.0,23.66,52.76,INTERNATIONAL
2024-11-01,2024,11,November,COS,7473.0,7473.0,163.05,414.15,INTERNATIONAL
2024-11-01,2024,11,November,WHL,5009.0,5009.0,18.74,39.0,INTERNATIONAL
2024-11-01,2024,11,November,SIT,2477.0,2477.0,50.66,79.52,INTERNATIONAL
2024-11-01,2024,11,November,OOL,4280.0,4280.0,258.8,552.6,INTERNATIONAL
2024-11-01,2024,11,November,ONE,2365.0,2365.0,216.9,378.36,INTERNATIONAL
2024-11-01,2024,11,November,KMT,3374.0,3374.0,87.96,173.52,INTERNATIONAL
2024-11-01,2024,11,November,GSL,1366.0,1366.0,169.0,306.05,INTERNATIONAL
2024-11-01,2024,11,November,TSL,1273.0,1273.0,172.41,338.24,INTERNATIONAL
2024-11-01,2024,11,November,RCL,2936.0,2936.0,213.44,451.2,INTERNATIONAL
2024-11-01,2024,11,November,NSS,1102.0,1102.0,132.93,277.55,INTERNATIONAL
2024-11-01,2024,11,November,YML,1325.0,1325.0,113.25,247.0,INTERNATIONAL
2024-11-01,2024,11,November,ANL,652.0,652.0,50.66,44.76,INTERNATIONAL
2024-11-01,2024,11,November,LMA,118.0,118.0,57.58,44.7,INTERNATIONAL
2024-11-01,2024,11,November,BEN,231.0,231.0,47.8,24.26,INTERNATIONAL
2024-12-01,2024,12,December,CMA,288469.0,288469.0,25.0,55.0,INTERNATIONAL
2024-12-02,2024,12,December,SSL,240569.0,240569.0,27.0,64.0,INTERNATIONAL
2024-12-03,2024,12,December,MSK,211877.0,211877.0,28.0,72.0,INTERNATIONAL
2024-12-04,2024,12,December,EMC,190024.0,190024.0,25.0,49.0,INTERNATIONAL
2024-12-05,2024,12,December,MSC,140638.0,140638.0,24.0,52.0,INTERNATIONAL
2024-12-06,2024,12,December,COS,117799.0,117799.0,28.0,72.0,INTERNATIONAL
2024-12-07,2024,12,December,WHL,64063.0,64063.0,21.0,44.0,INTERNATIONAL
2024-12-08,2024,12,December,SIT,48443.0,48443.0,21.0,37.0,INTERNATIONAL
2024-12-09,2024,12,December,OOL,43840.0,43840.0,25.0,60.0,INTERNATIONAL
2024-12-10,2024,12,December,ONE,38906.0,38906.0,25.0,50.0,INTERNATIONAL
2024-12-11,2024,12,December,KMT,31720.0,31720.0,22.0,39.0,INTERNATIONAL
2024-12-12,2024,12,December,GSL,22138.0,22138.0,24.0,48.0,INTERNATIONAL
2024-12-13,2024,12,December,TSL,16809.0,16809.0,19.0,39.0,INTERNATIONAL
2024-12-14,2024,12,December,RCL,17499.0,17499.0,23.0,41.0,INTERNATIONAL
2024-12-15,2024,12,December,NSS,15106.0,15106.0,21.0,43.0,INTERNATIONAL
2024-12-16,2024,12,December,YML,13515.0,13515.0,20.0,45.0,INTERNATIONAL
2024-12-17,2024,12,December,ANL,5762.0,5762.0,23.0,17.0,INTERNATIONAL
2024-12-18,2024,12,December,LMA,3868.0,3868.0,23.0,21.0,INTERNATIONAL
2024-12-19,2024,12,December,BEN,2319.0,2319.0,22.0,18.0,INTERNATIONAL
2024-12-20,2024,12,December,HPL,518.0,518.0,58.0,57.0,INTERNATIONAL
2024-12-21,2024,12,December,PIL,0.0,0.0,0.0,0.0,INTERNATIONAL
2024-12-22,2024,12,December,KAL,0.0,0.0,0.0,0.0,INTERNATIONAL
2024-12-23,2024,12,December,XCL,0.0,0.0,0.0,0.0,INTERNATIONAL
2024-12-24,2024,12,December,KSL,0.0,0.0,0.0,0.0,INTERNATIONAL
2024-12-25,2024,12,December,ACL,0.0,0.0,0.0,0.0,INTERNATIONAL
2024-12-26,2024,12,December,ESL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-01-01,2025,1,January,ACL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-01-02,2025,1,January,ANL,437.0,437.0,24.0,10.0,INTERNATIONAL
2025-01-03,2025,1,January,BEN,87.0,87.0,27.0,15.0,INTERNATIONAL
2025-01-04,2025,1,January,CMA,24830.0,24830.0,24.0,49.0,INTERNATIONAL
2025-01-05,2025,1,January,COS,13059.0,13059.0,26.0,67.0,INTERNATIONAL
2025-01-06,2025,1,January,EMC,14121.0,14121.0,23.0,38.0,INTERNATIONAL
2025-01-07,2025,1,January,ESL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-01-08,2025,1,January,GSL,1146.0,1146.0,34.0,66.0,INTERNATIONAL
2025-01-09,2025,1,January,HPL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-01-10,2025,1,January,KAL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-01-11,2025,1,January,KMT,2672.0,2672.0,19.0,32.0,INTERNATIONAL
2025-01-12,2025,1,January,KSL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-01-13,2025,1,January,LMA,285.0,285.0,17.0,18.0,INTERNATIONAL
2025-01-14,2025,1,January,MSC,7862.0,7862.0,24.0,47.0,INTERNATIONAL
2025-01-15,2025,1,January,MSK,13403.0,13403.0,25.0,68.0,INTERNATIONAL
2025-01-16,2025,1,January,NSS,1237.0,1237.0,25.0,58.0,INTERNATIONAL
2025-01-17,2025,1,January,ONE,2198.0,2198.0,22.0,39.0,INTERNATIONAL
2025-01-18,2025,1,January,OOL,2710.0,2710.0,18.0,55.0,INTERNATIONAL
2025-01-19,2025,1,January,PIL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-01-20,2025,1,January,RCL,1257.0,1257.0,14.0,26.0,INTERNATIONAL
2025-01-21,2025,1,January,SIT,3938.0,3938.0,28.0,38.0,INTERNATIONAL
2025-01-22,2025,1,January,SSL,16612.0,16612.0,29.0,63.0,INTERNATIONAL
2025-01-23,2025,1,January,TSL,889.0,889.0,21.0,31.0,INTERNATIONAL
2025-01-24,2025,1,January,WHL,6100.0,6100.0,22.0,34.0,INTERNATIONAL
2025-01-25,2025,1,January,XCL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-01-26,2025,1,January,YML,2189.0,2189.0,20.0,41.0,INTERNATIONAL
2025-02-26,2025,2,February,SSL,46959.0,46959.0,28.0,63.0,INTERNATIONAL
2025-02-26,2025,2,February,CMA,43125.0,43125.0,23.0,49.0,INTERNATIONAL
2025-02-26,2025,2,February,MSK,28755.0,28755.0,26.0,68.0,INTERNATIONAL
2025-02-26,2025,2,February,EMC,27834.0,27834.0,25.0,38.0,INTERNATIONAL
2025-02-26,2025,2,February,COS,22448.0,22448.0,27.0,67.0,INTERNATIONAL
2025-02-26,2025,2,February,MSC,18609.0,18609.0,24.0,47.0,INTERNATIONAL
2025-02-26,2025,2,February,WHL,9396.0,9396.0,21.0,34.0,INTERNATIONAL
2025-02-26,2025,2,February,SIT,7272.0,7272.0,24.0,38.0,INTERNATIONAL
2025-02-26,2025,2,February,OOL,7122.0,7122.0,23.0,55.0,INTERNATIONAL
2025-02-26,2025,2,February,KMT,4436.0,4436.0,22.0,32.0,INTERNATIONAL
2025-02-26,2025,2,February,ONE,3915.0,3915.0,21.0,39.0,INTERNATIONAL
2025-02-26,2025,2,February,YML,3411.0,3411.0,20.0,41.0,INTERNATIONAL
2025-02-26,2025,2,February,NSS,2761.0,2761.0,22.0,58.0,INTERNATIONAL
2025-02-26,2025,2,February,GSL,2572.0,2572.0,28.0,66.0,INTERNATIONAL
2025-02-26,2025,2,February,ANL,1610.0,1610.0,24.0,10.0,INTERNATIONAL
2025-02-26,2025,2,February,RCL,1257.0,1257.0,14.0,26.0,INTERNATIONAL
2025-02-26,2025,2,February,TSL,889.0,889.0,21.0,31.0,INTERNATIONAL
2025-02-26,2025,2,February,LMA,428.0,428.0,21.0,18.0,INTERNATIONAL
2025-02-26,2025,2,February,BEN,393.0,393.0,24.0,15.0,INTERNATIONAL
2025-02-27,2025,2,February,HPL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-02-28,2025,2,February,PIL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-02-28,2025,2,February,KAL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-02-28,2025,2,February,XCL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-02-28,2025,2,February,KSL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-02-28,2025,2,February,ACL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-02-28,2025,2,February,ESL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-03-26,2025,3,March,CMA,65124.0,65124.0,23.0,47.0,INTERNATIONAL
2025-03-26,2025,3,March,SSL,63449.0,63449.0,28.0,61.0,INTERNATIONAL
2025-03-26,2025,3,March,MSK,49466.0,49466.0,26.0,60.0,INTERNATIONAL
2025-03-26,2025,3,March,EMC,42968.0,42968.0,24.0,38.0,INTERNATIONAL
2025-03-26,2025,3,March,MSC,34247.0,34247.0,25.0,49.0,INTERNATIONAL
2025-03-26,2025,3,March,COS,31810.0,31810.0,28.0,65.0,INTERNATIONAL
2025-03-26,2025,3,March,WHL,16331.0,16331.0,20.0,37.0,INTERNATIONAL
2025-03-26,2025,3,March,SIT,11673.0,11673.0,23.0,36.0,INTERNATIONAL
2025-03-26,2025,3,March,OOL,10374.0,10374.0,24.0,52.0,INTERNATIONAL
2025-03-26,2025,3,March,KMT,6622.0,6622.0,21.0,31.0,INTERNATIONAL
2025-03-26,2025,3,March,ONE,6113.0,6113.0,19.0,37.0,INTERNATIONAL
2025-03-26,2025,3,March,YML,5665.0,5665.0,19.0,39.0,INTERNATIONAL
2025-03-26,2025,3,March,GSL,5485.0,5485.0,26.0,58.0,INTERNATIONAL
2025-03-26,2025,3,March,NSS,4304.0,4304.0,20.0,49.0,INTERNATIONAL
2025-03-26,2025,3,March,ANL,2527.0,2527.0,23.0,12.0,INTERNATIONAL
2025-03-26,2025,3,March,TSL,2448.0,2448.0,20.0,32.0,INTERNATIONAL
2025-03-26,2025,3,March,RCL,2067.0,2067.0,20.0,29.0,INTERNATIONAL
2025-03-26,2025,3,March,LMA,923.0,923.0,20.0,17.0,INTERNATIONAL
2025-03-26,2025,3,March,BEN,496.0,496.0,24.0,15.0,INTERNATIONAL
2025-03-26,2025,3,March,HPL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-03-26,2025,3,March,PIL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-03-26,2025,3,March,KAL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-03-26,2025,3,March,XCL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-03-26,2025,3,March,KSL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-03-26,2025,3,March,ACL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-03-26,2025,3,March,ESL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-04-26,2025,4,April,CMA,86479.0,86479.0,24.0,49.0,INTERNATIONAL
2025-04-26,2025,4,April,SSL,83668.0,83668.0,28.0,61.0,INTERNATIONAL
2025-04-26,2025,4,April,MSK,68853.0,68853.0,26.0,60.0,INTERNATIONAL
2025-04-26,2025,4,April,EMC,55667.0,55667.0,24.0,38.0,INTERNATIONAL
2025-04-26,2025,4,April,MSC,46530.0,46530.0,24.0,50.0,INTERNATIONAL
2025-04-26,2025,4,April,COS,39926.0,39926.0,28.0,67.0,INTERNATIONAL
2025-04-26,2025,4,April,WHL,20470.0,20470.0,21.0,37.0,INTERNATIONAL
2025-04-26,2025,4,April,SIT,13341.0,13341.0,22.0,34.0,INTERNATIONAL
2025-04-26,2025,4,April,OOL,12852.0,12852.0,24.0,53.0,INTERNATIONAL
2025-04-26,2025,4,April,ONE,9040.0,9040.0,21.0,40.0,INTERNATIONAL
2025-04-26,2025,4,April,KMT,8578.0,8578.0,20.0,32.0,INTERNATIONAL
2025-04-26,2025,4,April,GSL,6939.0,6939.0,24.0,53.0,INTERNATIONAL
2025-04-26,2025,4,April,YML,6803.0,6803.0,20.0,40.0,INTERNATIONAL
2025-04-26,2025,4,April,NSS,5788.0,5788.0,20.0,45.0,INTERNATIONAL
2025-04-26,2025,4,April,TSL,3377.0,3377.0,25.0,39.0,INTERNATIONAL
2025-04-26,2025,4,April,ANL,3349.0,3349.0,23.0,15.0,INTERNATIONAL
2025-04-26,2025,4,April,RCL,2907.0,2907.0,20.0,32.0,INTERNATIONAL
2025-04-26,2025,4,April,LMA,1265.0,1265.0,21.0,18.0,INTERNATIONAL
2025-04-26,2025,4,April,BEN,788.0,788.0,25.0,17.0,INTERNATIONAL
2025-04-26,2025,4,April,HPL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-04-26,2025,4,April,PIL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-04-26,2025,4,April,KAL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-04-26,2025,4,April,XCL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-04-26,2025,4,April,KSL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-04-26,2025,4,April,ACL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-04-26,2025,4,April,ESL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-05-26,2025,5,May,CMA,112701.0,112701.0,23.0,49.0,INTERNATIONAL
2025-05-27,2025,5,May,SSL,104397.0,104397.0,27.0,60.0,INTERNATIONAL
2025-05-28,2025,5,May,MSK,86872.0,86872.0,25.0,57.0,INTERNATIONAL
2025-05-29,2025,5,May,EMC,73200.0,73200.0,24.0,39.0,INTERNATIONAL
2025-05-30,2025,5,May,MSC,56271.0,56271.0,24.0,48.0,INTERNATIONAL
2025-05-31,2025,5,May,COS,47515.0,47515.0,27.0,65.0,INTERNATIONAL
2025-05-31,2025,5,May,WHL,26156.0,26156.0,21.0,38.0,INTERNATIONAL
2025-05-31,2025,5,May,SIT,19584.0,19584.0,21.0,35.0,INTERNATIONAL
2025-05-31,2025,5,May,OOL,17780.0,17780.0,23.0,51.0,INTERNATIONAL
2025-05-31,2025,5,May,ONE,11617.0,11617.0,21.0,40.0,INTERNATIONAL
2025-05-31,2025,5,May,KMT,10412.0,10412.0,20.0,30.0,INTERNATIONAL
2025-05-31,2025,5,May,GSL,8146.0,8146.0,23.0,51.0,INTERNATIONAL
2025-05-31,2025,5,May,YML,7976.0,7976.0,19.0,39.0,INTERNATIONAL
2025-05-31,2025,5,May,NSS,7117.0,7117.0,22.0,48.0,INTERNATIONAL
2025-05-31,2025,5,May,TSL,4815.0,4815.0,22.0,39.0,INTERNATIONAL
2025-05-31,2025,5,May,RCL,3989.0,3989.0,19.0,32.0,INTERNATIONAL
2025-05-31,2025,5,May,ANL,3791.0,3791.0,24.0,14.0,INTERNATIONAL
2025-05-31,2025,5,May,LMA,1484.0,1484.0,20.0,19.0,INTERNATIONAL
2025-05-31,2025,5,May,BEN,957.0,957.0,25.0,16.0,INTERNATIONAL
2025-05-31,2025,5,May,HPL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-05-31,2025,5,May,PIL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-05-31,2025,5,May,KAL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-05-31,2025,5,May,XCL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-05-31,2025,5,May,KSL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-05-31,2025,5,May,ACL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-05-31,2025,5,May,ESL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-06-30,2025,6,June,CMA,138919.0,138919.0,24.0,49.0,INTERNATIONAL
2025-06-02,2025,6,June,SSL,122517.0,122517.0,26.0,58.0,INTERNATIONAL
2025-06-03,2025,6,June,MSK,107370.0,107370.0,25.0,57.0,INTERNATIONAL
2025-06-04,2025,6,June,EMC,85432.0,85432.0,24.0,41.0,INTERNATIONAL
2025-06-05,2025,6,June,MSC,71051.0,71051.0,24.0,48.0,INTERNATIONAL
2025-06-06,2025,6,June,COS,58214.0,58214.0,26.0,63.0,INTERNATIONAL
2025-06-07,2025,6,June,WHL,30935.0,30935.0,20.0,37.0,INTERNATIONAL
2025-06-08,2025,6,June,SIT,24337.0,24337.0,20.0,33.0,INTERNATIONAL
2025-06-09,2025,6,June,OOL,22562.0,22562.0,23.0,51.0,INTERNATIONAL
2025-06-04,2025,6,June,ONE,14258.0,14258.0,22.0,40.0,INTERNATIONAL
2025-06-05,2025,6,June,KMT,12196.0,12196.0,19.0,31.0,INTERNATIONAL
2025-06-06,2025,6,June,GSL,9565.0,9565.0,21.0,48.0,INTERNATIONAL
2025-06-07,2025,6,June,YML,9223.0,9223.0,19.0,40.0,INTERNATIONAL
2025-06-08,2025,6,June,NSS,8511.0,8511.0,22.0,47.0,INTERNATIONAL
2025-06-09,2025,6,June,TSL,6456.0,6456.0,22.0,40.0,INTERNATIONAL
2025-06-10,2025,6,June,RCL,5195.0,5195.0,20.0,34.0,INTERNATIONAL
2025-06-11,2025,6,June,ANL,4956.0,4956.0,23.0,14.0,INTERNATIONAL
2025-06-12,2025,6,June,BEN,2057.0,2057.0,24.0,18.0,INTERNATIONAL
2025-06-13,2025,6,June,LMA,1947.0,1947.0,20.0,19.0,INTERNATIONAL
2025-06-14,2025,6,June,HPL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-06-15,2025,6,June,PIL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-06-16,2025,6,June,KAL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-06-17,2025,6,June,XCL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-06-18,2025,6,June,KSL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-06-19,2025,6,June,ACL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-06-19,2025,6,June,ESL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-07-01,2025,7,July,CMA,159201.0,159201.0,23.0,48.0,INTERNATIONAL
2025-07-02,2025,7,July,SSL,147788.0,147788.0,25.0,58.0,INTERNATIONAL
2025-07-03,2025,7,July,MSK,127500.0,127500.0,25.0,56.0,INTERNATIONAL
2025-07-04,2025,7,July,EMC,103404.0,103404.0,23.0,41.0,INTERNATIONAL
2025-07-05,2025,7,July,MSC,82670.0,82670.0,23.0,47.0,INTERNATIONAL
2025-07-06,2025,7,July,COS,64321.0,64321.0,26.0,62.0,INTERNATIONAL
2025-07-07,2025,7,July,WHL,36075.0,36075.0,20.0,37.0,INTERNATIONAL
2025-07-08,2025,7,July,SIT,28252.0,28252.0,20.0,34.0,INTERNATIONAL
2025-07-09,2025,7,July,OOL,28403.0,28403.0,22.0,50.0,INTERNATIONAL
2025-07-10,2025,7,July,ONE,18081.0,18081.0,21.0,41.0,INTERNATIONAL
2025-07-11,2025,7,July,KMT,13362.0,13362.0,20.0,31.0,INTERNATIONAL
2025-07-12,2025,7,July,GSL,10818.0,10818.0,22.0,48.0,INTERNATIONAL
2025-07-13,2025,7,July,YML,9223.0,9223.0,19.0,40.0,INTERNATIONAL
2025-07-14,2025,7,July,NSS,9960.0,9960.0,21.0,46.0,INTERNATIONAL
2025-07-15,2025,7,July,TSL,7999.0,7999.0,21.0,39.0,INTERNATIONAL
2025-07-16,2025,7,July,RCL,6304.0,6304.0,20.0,36.0,INTERNATIONAL
2025-07-17,2025,7,July,ANL,6010.0,6010.0,23.0,16.0,INTERNATIONAL
2025-07-18,2025,7,July,BEN,2552.0,2552.0,24.0,18.0,INTERNATIONAL
2025-07-19,2025,7,July,LMA,2139.0,2139.0,19.0,19.0,INTERNATIONAL
2025-07-20,2025,7,July,HPL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-07-21,2025,7,July,PIL,4109.0,4109.0,24.0,54.0,INTERNATIONAL
2025-07-22,2025,7,July,KAL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-07-23,2025,7,July,XCL,1055.0,1055.0,16.0,39.0,INTERNATIONAL
2025-07-24,2025,7,July,KSL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-07-25,2025,7,July,ACL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-07-26,2025,7,July,ESL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-08-01,2025,8,August,CMA,175722.0,175722.0,23.0,48.0,INTERNATIONAL
2025-08-02,2025,8,August,SSL,166221.0,166221.0,24.0,57.0,INTERNATIONAL
2025-08-03,2025,8,August,MSK,146874.0,146874.0,25.0,57.0,INTERNATIONAL
2025-08-04,2025,8,August,EMC,118712.0,118712.0,24.0,42.0,INTERNATIONAL
2025-08-05,2025,8,August,MSC,93584.0,93584.0,23.0,47.0,INTERNATIONAL
2025-08-06,2025,8,August,COS,71988.0,71988.0,26.0,64.0,INTERNATIONAL
2025-08-07,2025,8,August,WHL,41015.0,41015.0,20.0,38.0,INTERNATIONAL
2025-08-08,2025,8,August,OOL,35929.0,35929.0,22.0,49.0,INTERNATIONAL
2025-08-09,2025,8,August,SIT,32300.0,32300.0,20.0,34.0,INTERNATIONAL
2025-08-10,2025,8,August,ONE,20448.0,20448.0,22.0,42.0,INTERNATIONAL
2025-08-11,2025,8,August,KMT,15193.0,15193.0,20.0,33.0,INTERNATIONAL
2025-08-12,2025,8,August,GSL,12265.0,12265.0,22.0,48.0,INTERNATIONAL
2025-08-13,2025,8,August,NSS,11285.0,11285.0,20.0,45.0,INTERNATIONAL
2025-08-14,2025,8,August,TSL,10763.0,10763.0,21.0,39.0,INTERNATIONAL
2025-08-15,2025,8,August,YML,10341.0,10341.0,20.0,43.0,INTERNATIONAL
2025-08-16,2025,8,August,RCL,7278.0,7278.0,20.0,37.0,INTERNATIONAL
2025-08-17,2025,8,August,ANL,6657.0,6657.0,22.0,16.0,INTERNATIONAL
2025-08-18,2025,8,August,PIL,6056.0,6056.0,26.0,57.0,INTERNATIONAL
2025-08-19,2025,8,August,BEN,2757.0,2757.0,22.0,18.0,INTERNATIONAL
2025-08-20,2025,8,August,LMA,2494.0,2494.0,19.0,19.0,INTERNATIONAL
2025-08-21,2025,8,August,HMM,1590.0,1590.0,27.0,48.0,INTERNATIONAL
2025-08-22,2025,8,August,XCL,1055.0,1055.0,16.0,39.0,INTERNATIONAL
2025-08-23,2025,8,August,HPL,0.0,0.0,0.0,0.0,INTERNATIONAL
